#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_014121.1	26300	27388	+	9122537	-	ECL_00026	YP_003610543.1	362	-	hypothetical protein ECL_00026
chr	NC_014121.1	27291	28448	-	9122538	-	ECL_00027	YP_003610544.1	385	-	multidrug resistance protein D
chr	NC_014121.1	28651	29484	-	9122539	-	ECL_00028	YP_003610545.1	277	-	putative integral membrane protein
chr	NC_014121.1	29547	29993	-	9122540	-	ECL_00029	YP_003610546.1	148	-	N-acetyltransferase GCN5
chr	NC_014121.1	30040	30222	+	9122541	-	ECL_00030	YP_003610547.1	60	-	hypothetical protein ECL_00030
chr	NC_014121.1	30983	31477	+	9122542	-	ECL_00031	YP_003610548.1	164	-	hypothetical protein ECL_00031
chr	NC_014121.1	31479	31661	+	9122543	-	ECL_00032	YP_003610549.1	60	-	hypothetical protein ECL_00032
chr	NC_014121.1	31683	32162	+	9122544	-	ECL_00033	YP_003610550.1	159	-	hemolysin-coregulated protein
chr	NC_014121.1	32473	34161	+	9122545	-	ECL_00034	YP_003610551.1	562	-	acetolactate synthase catalytic subunit
chr	NC_014121.1	34165	34452	+	9122546	-	ECL_00035	YP_003610552.1	95	-	acetolactate synthase 1 regulatory subunit
chr	NC_014121.1	34535	35128	+	9122547	-	ECL_00036	YP_003610553.1	197	-	DNA-binding transcriptional activator UhpA
chr	NC_014121.1	35125	36630	+	9122548	-	ECL_00037	YP_003610554.1	501	-	sensory histidine kinase UhpB
chr	NC_014121.1	36623	37942	+	9122549	-	ECL_00038	YP_003610555.1	439	-	regulatory protein UhpC
chr	NC_014121.1	38083	39474	+	9122550	-	ECL_00039	YP_003610556.1	463	-	sugar phosphate antiporter
chr	NC_014121.1	39636	40640	+	9122551	-	ECL_00040	YP_003610557.1	334	-	hypothetical protein ECL_00040
chr	NC_014121.1	40628	41530	-	9122552	-	ECL_00041	YP_003610558.1	300	-	putative transcriptional regulator
chr	NC_014121.1	41630	42082	+	9122553	-	ECL_00042	YP_003610559.1	150	-	hypothetical protein ECL_00042
chr	NC_014121.1	42179	42706	+	9122554	-	ECL_00043	YP_003610560.1	175	-	hypothetical protein ECL_00043
chr	NC_014121.1	42771	43961	+	9122555	-	ECL_00044	YP_003610561.1	396	-	ribonucleoside transporter
chr	NC_014121.1	44010	44915	-	9122556	-	ECL_00045	YP_003610562.1	301	-	carboxylate/amino acid/amine transporter
chr	NC_014121.1	45060	46439	-	9122557	-	ECL_00046	YP_003610563.1	459	-	putative maltoporin
chr	NC_014121.1	46574	46876	-	9122558	-	ECL_00047	YP_003610564.1	100	-	PTS system lactose/cellobiose-specific transporter subunit IIA
chr	NC_014121.1	46888	48261	-	9122559	-	ECL_00048	YP_003610565.1	457	-	Beta-glucosidase
chr	NC_014121.1	48279	49604	-	9122560	-	ECL_00049	YP_003610566.1	441	-	PTS system lactose/cellobiose family transporter subunit IIC
chr	NC_014121.1	49616	49930	-	9122561	-	ECL_00050	YP_003610567.1	104	-	phosphotransferase system, lactose/cellobiose-specific IIB subunit
chr	NC_014121.1	50224	51174	+	9122562	-	ECL_00051	YP_003610568.1	316	-	LacI family transcriptional regulator
chr	NC_014121.1	51236	51532	-	9122563	-	ECL_00052	YP_003610569.1	98	-	hypothetical protein ECL_00052
chr	NC_014121.1	51652	53016	-	9122564	eefC	ECL_00053	YP_003610570.1	454	-	multidrug efflux transport outer membrane protein EefC
chr	NC_014121.1	53016	56126	-	9122565	eefB	ECL_00054	YP_003610571.1	1036	-	multidrug efflux transport protein EefB
chr	NC_014121.1	56126	57250	-	9122566	eefA	ECL_00055	YP_003610572.1	374	-	multidrug efflux periplasmic linker protein EefA
chr	NC_014121.1	57396	57965	-	9122567	-	ECL_00056	YP_003610573.1	189	-	TetR family transcriptional regulator
chr	NC_014121.1	58152	58571	+	9122568	-	ECL_00057	YP_003610574.1	139	-	N-acetyltransferase GCN5
chr	NC_014121.1	58777	59577	+	9122569	-	ECL_00058	YP_003610575.1	266	-	hypothetical protein ECL_00058
chr	NC_014121.1	59590	60270	-	9122570	-	ECL_00059	YP_003610576.1	226	-	hypothetical protein ECL_00059
chr	NC_014121.1	60340	60951	-	9122571	-	ECL_00060	YP_003610577.1	203	-	hypothetical protein ECL_00060
chr	NC_014121.1	61069	61239	+	9122572	-	ECL_00061	YP_003610578.1	56	-	hypothetical protein ECL_00061
chr	NC_014121.1	61399	62064	+	9122573	-	ECL_00062	YP_003610579.1	221	-	hypothetical protein ECL_00062
chr	NC_014121.1	62106	63170	-	9122574	-	ECL_00063	YP_003610580.1	354	-	hypothetical protein ECL_00063
chr	NC_014121.1	63183	65678	-	9122575	-	ECL_00064	YP_003610581.1	831	-	putative outer membrane usher protein FimD
chr	NC_014121.1	65694	66386	-	9122576	-	ECL_00065	YP_003610582.1	230	-	putative pili assembly chaperone
chr	NC_014121.1	66439	67023	-	9122577	-	ECL_00066	YP_003610583.1	194	-	putative fimbrial protein
chr	NC_014121.1	67364	68332	+	9122578	-	ECL_00067	YP_003610584.1	322	-	IS903 transposase
chr	NC_014121.1	68464	69264	+	9122579	-	ECL_00068	YP_003610585.1	266	-	putative transcriptional regulatory protein
chr	NC_014121.1	69269	69754	+	9122580	-	ECL_00069	YP_003610586.1	161	-	hypothetical protein ECL_00069
chr	NC_014121.1	69984	70607	+	9122581	-	ECL_00070	YP_003610587.1	207	-	hypothetical protein ECL_00070
chr	NC_014121.1	70653	71330	+	9122582	-	ECL_00071	YP_003610588.1	225	-	hypothetical protein ECL_00071
chr	NC_014121.1	71337	73931	+	9122583	-	ECL_00072	YP_003610589.1	864	-	hypothetical protein ECL_00072
chr	NC_014121.1	73903	75507	+	9122584	-	ECL_00073	YP_003610590.1	534	-	hypothetical protein ECL_00073
chr	NC_014121.1	75514	76167	+	9122585	-	ECL_00074	YP_003610591.1	217	-	hypothetical protein ECL_00074
chr	NC_014121.1	76240	76434	+	9122586	-	ECL_00075	YP_003610592.1	64	-	hypothetical protein ECL_00075
chr	NC_014121.1	76457	76642	+	9122587	-	ECL_00076	YP_003610593.1	61	-	hypothetical protein ECL_00076
chr	NC_014121.1	76707	78803	+	9122588	-	ECL_00077	YP_003610594.1	698	-	hypothetical protein ECL_00077
chr	NC_014121.1	78800	79549	+	9122589	-	ECL_00078	YP_003610595.1	249	-	hypothetical protein ECL_00078
chr	NC_014121.1	79556	80806	+	9122590	-	ECL_00079	YP_003610596.1	416	-	hypothetical protein ECL_00079
chr	NC_014121.1	80896	81675	+	9122591	-	ECL_00080	YP_003610597.1	259	-	putative beta-lactamase-like protein
chr	NC_014121.1	81701	82678	+	9122592	-	ECL_00081	YP_003610598.1	325	-	putative transcriptional regulator
chr	NC_014121.1	82739	83470	-	9122593	-	ECL_00082	YP_003610599.1	243	-	carbonic anhydrase
chr	NC_014121.1	83586	84674	-	9122594	-	ECL_00083	YP_003610600.1	362	-	putative RecF protein
chr	NC_014121.1	84820	85701	-	9122595	-	ECL_00084	YP_003610601.1	293	-	hypothetical protein ECL_00084
chr	NC_014121.1	85708	85869	+	9122596	-	ECL_00085	YP_003610602.1	53	-	hypothetical protein ECL_00085
chr	NC_014121.1	85882	86292	-	9122597	-	ECL_00086	YP_003610603.1	136	-	putative hydroxyisourate hydrolase
chr	NC_014121.1	86392	87123	-	9122598	-	ECL_00087	YP_003610604.1	243	-	putative transcriptional regulator
chr	NC_014121.1	87235	87759	+	9122599	blc	ECL_00088	YP_003610605.1	174	-	outer membrane lipoprotein Blc
chr	NC_014121.1	87763	88776	-	9122600	-	ECL_00089	YP_003610606.1	337	-	P pilus assembly protein, pilin FimA
chr	NC_014121.1	88773	89288	-	9122601	-	ECL_00090	YP_003610607.1	171	-	P pilus assembly protein, pilin FimA
chr	NC_014121.1	89279	91801	-	9122602	-	ECL_00091	YP_003610608.1	840	-	P pilus assembly protein, porin PapC
chr	NC_014121.1	91825	92502	-	9122603	-	ECL_00092	YP_003610609.1	225	-	P pilus assembly protein, chaperone PapD
chr	NC_014121.1	92556	93140	-	9122604	-	ECL_00093	YP_003610610.1	194	-	fimbrial protein FimI
chr	NC_014121.1	93193	93795	-	9122605	-	ECL_00094	YP_003610611.1	200	-	two-component system, NarL family, response regulator, fimbrial Z
chr	NC_014121.1	94506	95297	+	9122606	-	ECL_00095	YP_003610612.1	263	-	putative transcriptional regulatory protein
chr	NC_014121.1	95299	95781	+	9122607	-	ECL_00096	YP_003610613.1	160	-	hypothetical protein ECL_00096
chr	NC_014121.1	96020	96907	+	9122608	-	ECL_00097	YP_003610614.1	295	-	putative transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain
chr	NC_014121.1	96993	97991	+	9122609	-	ECL_00098	YP_003610615.1	332	-	hypothetical protein ECL_00098
chr	NC_014121.1	98522	98962	+	9122610	-	ECL_00099	YP_003610616.1	146	-	hypothetical protein ECL_00099
chr	NC_014121.1	98959	99330	-	9122611	-	ECL_00100	YP_003610617.1	123	-	putative DNA-binding protein, partial
chr	NC_014121.1	99427	99987	-	9122612	-	ECL_00101	YP_003610618.1	186	-	putative DNA-binding protein, partial
chr	NC_014121.1	100046	100387	-	9122613	-	ECL_00102	YP_003610619.1	113	-	hypothetical protein ECL_00102
chr	NC_014121.1	100747	101040	-	9122614	-	ECL_00103	YP_003610620.1	97	-	hypothetical protein ECL_00103
chr	NC_014121.1	102167	104485	+	9127669	-	ECL_00104	YP_003610621.1	772	-	alpha-xylosidase
chr	NC_014121.1	104534	106237	-	9122616	-	ECL_00105	YP_003610622.1	567	-	hypothetical protein ECL_00105
chr	NC_014121.1	106357	107748	-	9122617	-	ECL_00106	YP_003610623.1	463	-	uracil-xanthine permease
chr	NC_014121.1	107974	109176	+	9122618	-	ECL_00107	YP_003610624.1	400	-	glutamate transporter
chr	NC_014121.1	109179	111260	-	9122619	recG	ECL_00108	YP_003610625.1	693	-	ATP-dependent DNA helicase
chr	NC_014121.1	111264	111884	-	9122620	-	ECL_00109	YP_003610626.1	206	-	tRNA guanosine-2\'-O-methyltransferase
chr	NC_014121.1	111861	111977	+	9122621	-	ECL_00110	YP_003610627.1	38	-	hypothetical protein ECL_00110
chr	NC_014121.1	111958	114072	-	9122622	-	ECL_00111	YP_003610628.1	704	-	hypothetical protein ECL_00111
chr	NC_014121.1	114092	114367	-	9122623	-	ECL_00112	YP_003610629.1	91	-	DNA-directed RNA polymerase subunit omega
chr	NC_014121.1	114422	115045	-	9122624	-	ECL_00113	YP_003610630.1	207	-	guanylate kinase
chr	NC_014121.1	115160	115294	+	9122625	-	ECL_00114	YP_003610631.1	44	-	hypothetical protein ECL_00114
chr	NC_014121.1	115297	116967	+	9122626	ligB	ECL_00115	YP_003610632.1	556	-	NAD-dependent DNA ligase
chr	NC_014121.1	116970	117587	-	9122627	-	ECL_00116	YP_003610633.1	205	-	hypothetical protein ECL_00116
chr	NC_014121.1	117793	118656	-	9122628	-	ECL_00117	YP_003610634.1	287	-	hypothetical protein ECL_00117
chr	NC_014121.1	118782	119498	+	9122629	-	ECL_00118	YP_003610635.1	238	-	ribonuclease PH
chr	NC_014121.1	119566	120207	+	9122630	-	ECL_00119	YP_003610636.1	213	-	orotate phosphoribosyltransferase
chr	NC_014121.1	120291	120887	-	9122631	-	ECL_00120	YP_003610637.1	198	-	hypothetical protein ECL_00120
chr	NC_014121.1	121008	121463	-	9122632	-	ECL_00121	YP_003610638.1	151	-	deoxyuridine 5\'-triphosphate nucleotidohydrolase
chr	NC_014121.1	121444	122658	-	9122633	-	ECL_00122	YP_003610639.1	404	-	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
chr	NC_014121.1	122828	123496	+	9122634	radC	ECL_00123	YP_003610640.1	222	-	DNA repair protein RadC
chr	NC_014121.1	123750	123950	+	9122635	-	ECL_00124	YP_003610641.1	66	-	50S ribosomal protein L28
chr	NC_014121.1	123973	124140	+	9122636	-	ECL_00125	YP_003610642.1	55	-	50S ribosomal protein L33
chr	NC_014121.1	124215	125024	+	9122637	-	ECL_00126	YP_003610643.1	269	-	formamidopyrimidine-DNA glycosylase
chr	NC_014121.1	125027	125506	-	9122638	-	ECL_00127	YP_003610644.1	159	-	phosphopantetheine adenylyltransferase
chr	NC_014121.1	125510	126280	-	9122639	-	ECL_00128	YP_003610645.1	256	-	glycosyl transferase family protein
chr	NC_014121.1	126280	127554	-	9122640	-	ECL_00129	YP_003610646.1	424	-	3-deoxy-D-manno-octulosonic-acid transferase
chr	NC_014121.1	127621	128610	-	9122641	-	ECL_00130	YP_003610647.1	329	-	glycosyl transferase family protein
chr	NC_014121.1	128622	129710	-	9122642	-	ECL_00131	YP_003610648.1	362	-	putative lipopolysaccharide glycosyltransferase
chr	NC_014121.1	129725	130852	-	9122643	-	ECL_00132	YP_003610649.1	375	-	glycosyltransferase family 1 protein
chr	NC_014121.1	130849	131919	-	9122644	-	ECL_00133	YP_003610650.1	356	-	putative lipopolysaccharide heptosyltransferase III
chr	NC_014121.1	132070	133026	+	9122645	-	ECL_00134	YP_003610651.1	318	-	lipopolysaccharide biosynthesis protein WalW
chr	NC_014121.1	133050	134261	-	9122646	-	ECL_00135	YP_003610652.1	403	-	hypothetical protein ECL_00135
chr	NC_014121.1	134249	135157	-	9122647	-	ECL_00136	YP_003610653.1	302	-	hypothetical protein ECL_00136
chr	NC_014121.1	135163	136272	-	9122648	-	ECL_00137	YP_003610654.1	369	-	hypothetical protein ECL_00137
chr	NC_014121.1	136276	137259	-	9122649	-	ECL_00138	YP_003610655.1	327	-	ADP-heptose--LPS heptosyltransferase
chr	NC_014121.1	137263	138309	-	9122650	-	ECL_00139	YP_003610656.1	348	-	ADP-heptose--LPS heptosyltransferase
chr	NC_014121.1	138312	139244	-	9122651	-	ECL_00140	YP_003610657.1	310	-	ADP-L-glycero-D-manno-heptose-6-epimerase
chr	NC_014121.1	139460	140656	+	9122652	-	ECL_00141	YP_003610658.1	398	-	2-amino-3-ketobutyrate CoA ligase
chr	NC_014121.1	140666	141694	+	9122653	-	ECL_00142	YP_003610659.1	342	-	L-threonine 3-dehydrogenase
chr	NC_014121.1	141723	142382	-	9122654	-	ECL_00143	YP_003610660.1	219	-	hypothetical protein ECL_00143
chr	NC_014121.1	142501	143316	-	9122655	-	ECL_00144	YP_003610661.1	271	-	hypothetical protein ECL_00144
chr	NC_014121.1	143341	143736	-	9122656	-	ECL_00145	YP_003610662.1	131	-	hypothetical protein ECL_00145
chr	NC_014121.1	143798	143989	-	9122657	-	ECL_00146	YP_003610663.1	63	-	hypothetical protein ECL_00146
chr	NC_014121.1	144005	145222	-	9122658	-	ECL_00147	YP_003610664.1	405	-	group 1 glycosyl transferase
chr	NC_014121.1	145398	145514	-	9122659	-	ECL_00148	YP_003610665.1	38	-	hypothetical protein ECL_00148
chr	NC_014121.1	146023	146217	+	9122660	-	ECL_00149	YP_003610666.1	64	-	hypothetical protein ECL_00149
chr	NC_014121.1	146229	147161	-	9122661	-	ECL_00150	YP_003610667.1	310	-	hypothetical protein ECL_00150
chr	NC_014121.1	147165	148448	-	9122662	-	ECL_00151	YP_003610668.1	427	-	hypothetical protein ECL_00151
chr	NC_014121.1	148458	150002	-	9122663	-	ECL_00152	YP_003610669.1	514	-	phosphoglyceromutase
chr	NC_014121.1	150251	150682	+	9122664	-	ECL_00153	YP_003610670.1	143	-	rhodanese domain-containing protein
chr	NC_014121.1	150694	150945	+	9122665	-	ECL_00154	YP_003610671.1	83	-	hypothetical protein ECL_00154
chr	NC_014121.1	150979	151446	+	9122666	secB	ECL_00155	YP_003610672.1	155	-	preprotein translocase subunit SecB
chr	NC_014121.1	151446	152465	+	9122667	-	ECL_00156	YP_003610673.1	339	-	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
chr	NC_014121.1	152541	153362	+	9122668	-	ECL_00157	YP_003610674.1	273	-	serine acetyltransferase
chr	NC_014121.1	153359	153832	-	9122669	-	ECL_00158	YP_003610675.1	157	-	putative tRNA/rRNA methyltransferase
chr	NC_014121.1	153878	155218	-	9122670	-	ECL_00159	YP_003610676.1	446	-	major facilitator transporter
chr	NC_014121.1	155400	156587	-	9122671	-	ECL_00160	YP_003610677.1	395	-	L-lactate dehydrogenase
chr	NC_014121.1	156584	157348	-	9122672	-	ECL_00161	YP_003610678.1	254	-	DNA-binding transcriptional repressor LldR
chr	NC_014121.1	157354	159009	-	9122673	-	ECL_00162	YP_003610679.1	551	-	L-lactate permease
chr	NC_014121.1	159287	160738	-	9122674	-	ECL_00163	YP_003610680.1	483	-	putative superfamily I DNA and RNA helicase protein
chr	NC_014121.1	160754	161587	-	9122675	-	ECL_00164	YP_003610681.1	277	-	hypothetical protein ECL_00164
chr	NC_014121.1	161611	161874	-	9122676	-	ECL_00165	YP_003610682.1	87	-	IS3/IS911 family transposase
chr	NC_014121.1	162035	162235	-	9122677	-	ECL_00166	YP_003610683.1	66	-	hypothetical protein ECL_00166, partial
chr	NC_014121.1	162260	162397	-	9122678	-	ECL_00167	YP_003610684.1	45	-	hypothetical protein ECL_00167, partial
chr	NC_014121.1	162456	163046	-	9122679	-	ECL_00168	YP_003610685.1	196	-	mannitol repressor protein
chr	NC_014121.1	163043	164191	-	9122680	-	ECL_00169	YP_003610686.1	382	-	mannitol-1-phosphate 5-dehydrogenase
chr	NC_014121.1	164292	166199	-	9122681	-	ECL_00170	YP_003610687.1	635	-	PTS system mannitol-specific transporter subunit IIC
chr	NC_014121.1	166545	166673	+	9122682	-	ECL_00171	YP_003610688.1	42	-	hypothetical protein ECL_00171
chr	NC_014121.1	166859	167215	+	9122683	-	ECL_00172	YP_003610689.1	118	-	hypothetical protein ECL_00172
chr	NC_014121.1	167218	168354	+	9122684	-	ECL_00173	YP_003610690.1	378	-	secretion protein HlyD family protein
chr	NC_014121.1	168444	169052	+	9122685	-	ECL_00174	YP_003610691.1	202	-	putative glutathione S-transferase
chr	NC_014121.1	169156	170541	+	9122686	-	ECL_00175	YP_003610692.1	461	-	selenocysteine synthase
chr	NC_014121.1	170538	172385	+	9122687	-	ECL_00176	YP_003610693.1	615	-	selenocysteinyl-tRNA-specific translation factor
chr	NC_014121.1	172472	174010	+	9122688	-	ECL_00177	YP_003610694.1	512	-	aldehyde dehydrogenase B
chr	NC_014121.1	174007	174972	-	9122689	-	ECL_00178	YP_003610695.1	321	-	LysR family transcriptional regulator
chr	NC_014121.1	175090	175830	+	9122690	-	ECL_00179	YP_003610696.1	246	-	hypothetical protein ECL_00179
chr	NC_014121.1	176241	176645	+	9122691	-	ECL_00180	YP_003610697.1	134	-	hypothetical protein ECL_00180
chr	NC_014121.1	176699	178654	-	9122692	-	ECL_00181	YP_003610698.1	651	-	hypothetical protein ECL_00181
chr	NC_014121.1	178665	180017	-	9122693	-	ECL_00182	YP_003610699.1	450	-	hypothetical protein ECL_00182
chr	NC_014121.1	180242	181060	+	9122694	-	ECL_00183	YP_003610700.1	272	-	putative transcriptional regulator
chr	NC_014121.1	181061	181756	-	9122695	-	ECL_00184	YP_003610701.1	231	-	hypothetical protein ECL_00184
chr	NC_014121.1	181750	182610	-	9122696	-	ECL_00185	YP_003610702.1	286	-	putative hexulose-6-phosphate isomerase
chr	NC_014121.1	182613	183266	-	9122697	-	ECL_00186	YP_003610703.1	217	-	3-keto-L-gulonate-6-phosphate decarboxylase
chr	NC_014121.1	183263	184768	-	9122698	-	ECL_00187	YP_003610704.1	501	-	hypothetical protein ECL_00187
chr	NC_014121.1	184905	186224	-	9122699	-	ECL_00188	YP_003610705.1	439	-	major facilitator family transporter
chr	NC_014121.1	186270	187196	-	9122700	-	ECL_00189	YP_003610706.1	308	-	hypothetical protein ECL_00189
chr	NC_014121.1	187348	187815	-	9122701	-	ECL_00190	YP_003610707.1	155	-	hypothetical protein ECL_00190
chr	NC_014121.1	187826	188824	-	9122702	-	ECL_00191	YP_003610708.1	332	-	2,3-diketo-L-gulonate reductase
chr	NC_014121.1	189050	189868	+	9122703	-	ECL_00192	YP_003610709.1	272	-	hypothetical protein ECL_00192
chr	NC_014121.1	189872	190327	+	9122704	-	ECL_00193	YP_003610710.1	151	-	putative hydrogenase, 4Fe-4S ferredoxin-type component
chr	NC_014121.1	190332	191588	-	9122705	-	ECL_00194	YP_003610711.1	418	-	valine--pyruvate transaminase
chr	NC_014121.1	191683	193812	-	9122706	-	ECL_00195	YP_003610712.1	709	-	periplasmic alpha-amylase
chr	NC_014121.1	194379	194951	+	9122707	-	ECL_00196	YP_003610713.1	190	-	hypothetical protein ECL_00196
chr	NC_014121.1	194989	196167	-	9122708	-	ECL_00197	YP_003610714.1	392	-	AraC family transcriptional regulator
chr	NC_014121.1	196201	197382	-	9122709	-	ECL_00198	YP_003610715.1	393	-	inner-membrane translocator
chr	NC_014121.1	197360	198901	-	9122710	-	ECL_00199	YP_003610716.1	513	-	xylose transporter ATP-binding subunit
chr	NC_014121.1	198974	199966	-	9122711	-	ECL_00200	YP_003610717.1	330	-	D-xylose transporter subunit XylF
chr	NC_014121.1	200274	201659	+	9122712	-	ECL_00201	YP_003610718.1	461	-	xylose isomerase
chr	NC_014121.1	201719	203173	+	9122713	-	ECL_00202	YP_003610719.1	484	-	hypothetical protein ECL_00202
chr	NC_014121.1	203277	203816	+	9122714	-	ECL_00203	YP_003610720.1	179	-	isochorismatase hydrolase
chr	NC_014121.1	203816	204736	+	9122715	-	ECL_00204	YP_003610721.1	306	-	transcriptional regulator
chr	NC_014121.1	204729	205724	-	9122716	-	ECL_00205	YP_003610722.1	331	-	acyltransferase 3
chr	NC_014121.1	205908	206213	+	9122717	-	ECL_00206	YP_003610723.1	101	-	hypothetical protein ECL_00206
chr	NC_014121.1	206374	207285	+	9122718	-	ECL_00207	YP_003610724.1	303	-	glycyl-tRNA synthetase subunit alpha
chr	NC_014121.1	207295	209364	+	9122719	-	ECL_00208	YP_003610725.1	689	-	glycyl-tRNA synthetase subunit beta
chr	NC_014121.1	209597	211216	+	9122720	-	ECL_00209	YP_003610726.1	539	-	ABC transporter ATP-binding protein
chr	NC_014121.1	211263	211550	-	9122721	-	ECL_00210	YP_003610727.1	95	-	hypothetical protein ECL_00210
chr	NC_014121.1	211615	211785	-	9122722	-	ECL_00211	YP_003610728.1	56	-	hypothetical protein ECL_00211
chr	NC_014121.1	211882	212592	+	9122723	-	ECL_00212	YP_003610729.1	236	-	putative outer membrane lipoprotein
chr	NC_014121.1	212839	213051	+	9122724	-	ECL_00213	YP_003610730.1	70	-	major cold shock protein
chr	NC_014121.1	213110	214084	-	9122725	-	ECL_00214	YP_003610731.1	324	-	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein
chr	NC_014121.1	214111	215391	-	9122726	-	ECL_00215	YP_003610732.1	426	-	major facilitator transporter
chr	NC_014121.1	215508	216446	-	9122727	-	ECL_00216	YP_003610733.1	312	-	ribokinase-like domain-containing protein
chr	NC_014121.1	216450	217199	-	9122728	-	ECL_00218	YP_003610734.1	249	-	xylose isomerase domain-containing protein
chr	NC_014121.1	217304	218320	-	9122729	-	ECL_00219	YP_003610735.1	338	-	LacI family transcriptional regulator
chr	NC_014121.1	218450	219112	-	9122730	ompA	ECL_00220	YP_003610736.1	220	-	putative outer membrane lipoprotein
chr	NC_014121.1	219132	219257	-	9122731	-	ECL_00221	YP_003610737.1	41	-	hypothetical protein ECL_00221
chr	NC_014121.1	219277	221598	+	9122732	-	ECL_00222	YP_003610738.1	773	-	molybdopterin guanine dinucleotide-containing S/N-oxide reductase
chr	NC_014121.1	221561	222007	-	9122733	-	ECL_00223	YP_003610739.1	148	-	hypothetical protein ECL_00223
chr	NC_014121.1	221985	222566	-	9122734	-	ECL_00224	YP_003610740.1	193	-	3-methyladenine DNA glycosylase
chr	NC_014121.1	222729	223424	+	9122735	-	ECL_00225	YP_003610741.1	231	-	putative lipase
chr	NC_014121.1	223663	224865	+	9122736	-	ECL_00226	YP_003610742.1	400	-	oxalate/formate antiporter
chr	NC_014121.1	224867	225034	-	9122737	-	ECL_00227	YP_003610743.1	55	-	hypothetical protein ECL_00227
chr	NC_014121.1	225147	226799	+	9122738	-	ECL_00228	YP_003610744.1	550	-	phosphoethanolamine transferase
chr	NC_014121.1	227615	229195	+	9127670	-	ECL_00229	YP_003610745.1	526	-	extracellular solute-binding protein
chr	NC_014121.1	229339	229503	-	9122740	-	ECL_00230	YP_003610746.1	54	-	hypothetical protein ECL_00230
chr	NC_014121.1	229462	230376	+	9122741	-	ECL_00231	YP_003610747.1	304	-	hypothetical protein ECL_00231
chr	NC_014121.1	230386	230640	+	9122742	-	ECL_00232	YP_003610748.1	84	-	dipeptide transporter
chr	NC_014121.1	230627	231289	+	9122743	-	ECL_00233	YP_003610749.1	220	-	dipeptide transporter, partial
