#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
I	NC_002505.1	32644	33246	-	2614468	-	VC0034	NP_229693.1	200	-	thiol:disulfide interchange protein
I	NC_002505.1	33277	34263	-	2614480	-	VC0035	NP_229694.2	328	-	serine/threonine protein kinase
I	NC_002505.1	34311	35735	-	2614481	-	VC0036	NP_229695.2	474	-	FixG-like protein
I	NC_002505.1	36152	36430	-	2614482	-	VC0037	NP_229696.1	92	-	hypothetical protein VC0037
I	NC_002505.1	36527	36694	-	2614548	-	VC0038	NP_229697.1	55	-	hypothetical protein VC0038
I	NC_002505.1	36928	37770	+	2614549	-	VC0039	NP_229698.1	280	-	SpoOM-like protein
I	NC_002505.1	37848	38495	+	2614553	-	VC0040	NP_229699.1	215	-	hemolysin
I	NC_002505.1	38534	39190	-	2614554	-	VC0041	NP_229700.1	218	-	hypothetical protein VC0041
I	NC_002505.1	39103	40548	-	2614555	-	VC0042	NP_229701.1	481	-	potassium uptake protein TrkH
I	NC_002505.1	40560	41936	-	2614413	trkA	VC0043	NP_229702.1	458	-	potassium transporter peripheral membrane protein
I	NC_002505.1	41998	43302	-	2614440	-	VC0044	NP_229703.1	434	-	sun protein
I	NC_002505.1	43334	44281	-	2614441	fmt	VC0045	NP_229704.1	315	-	methionyl-tRNA formyltransferase
I	NC_002505.1	44299	44808	-	2614445	def	VC0046	NP_229705.1	169	-	peptide deformylase
I	NC_002505.1	44900	46075	+	2614414	-	VC0047	NP_229706.1	391	-	hypothetical protein VC0047
I	NC_002505.1	46075	47190	+	2614415	-	VC0048	NP_229707.1	371	-	smf protein
I	NC_002505.1	47193	47669	+	2614416	-	VC0049	NP_229708.1	158	-	hypothetical protein VC0049
I	NC_002505.1	47679	48251	+	2614418	-	VC0050	NP_229709.1	190	-	DNA topoisomerase I-like protein
I	NC_002505.1	48324	49457	-	2614419	-	VC0051	NP_229710.1	377	-	phosphoribosylaminoimidazole carboxylase ATPase subunit
I	NC_002505.1	49461	49946	-	2614427	-	VC0052	NP_229711.1	161	-	phosphoribosylaminoimidazole carboxylase catalytic subunit
I	NC_002505.1	50104	50670	+	2614432	-	VC0054	NP_229713.1	188	-	Sua5/YciO/YrdC family protein
I	NC_002505.1	50689	51606	+	2614439	-	VC0055	NP_229714.1	305	-	coproporphyrinogen III oxidase
I	NC_002505.1	51668	52504	+	2614442	aroE	VC0056	NP_229715.1	278	-	shikimate 5-dehydrogenase
I	NC_002505.1	52501	52776	+	2614443	-	VC0057	NP_229716.1	91	-	hypothetical protein VC0057
I	NC_002505.1	52757	53311	-	2614444	-	VC0058	NP_229717.1	184	-	carbonic anhydrase
I	NC_002505.1	53497	53637	+	2614446	-	VC0059	NP_229718.1	46	-	hypothetical protein VC0059
I	NC_002505.1	59356	59736	+	2614420	ccrB	VC0060	NP_229719.1	126	-	camphor resistance protein CrcB
I	NC_002505.1	59988	61925	+	2614465	-	VC0061	NP_229720.1	645	-	thiamine biosynthesis protein ThiC
I	NC_002505.1	61929	63251	+	2614105	thiE	VC0062	NP_229721.1	440	-	thiamine-phosphate pyrophosphorylase
I	NC_002505.1	63238	64014	+	2614106	-	VC0063	NP_229722.1	258	-	thiazole biosynthesis adenylyltransferase ThiF
I	NC_002505.1	64014	64214	+	2612942	-	VC0064	NP_229723.2	66	-	sulfur carrier protein ThiS
I	NC_002505.1	64220	64990	+	2612943	thiG	VC0065	NP_229724.1	256	-	thiazole synthase
I	NC_002505.1	64987	66099	+	2612944	thiH	VC0066	NP_229725.1	370	-	thiamine biosynthesis protein ThiH
I	NC_002505.1	66324	68117	-	2612945	-	VC0067	NP_229726.1	597	-	aminopeptidase
I	NC_002505.1	68250	69233	-	2612948	-	VC0068	NP_229727.1	327	-	LysR family transcriptional regulator
I	NC_002505.1	69296	70498	+	2612949	-	VC0069	NP_229728.1	400	-	multidrug resistance protein
I	NC_002505.1	70602	70886	+	2612950	-	VC0070	NP_229729.1	94	-	hypothetical protein VC0070
I	NC_002505.1	70975	71436	-	2612951	-	VC0071	NP_229730.1	153	-	DNA-binding transcriptional regulator AsnC
I	NC_002505.1	71512	73818	+	2612952	-	VC0072	NP_229731.1	768	-	sensory box/GGDEF family protein
I	NC_002505.1	73878	74663	+	2614881	-	VC0073	NP_229732.2	261	-	hypothetical protein VC0073
I	NC_002505.1	74781	75170	+	2614857	-	VC0074	NP_229733.1	129	-	hypothetical protein VC0074
I	NC_002505.1	75266	76153	-	2614858	-	VC0075	NP_229734.1	295	-	MadN protein
I	NC_002505.1	76210	76635	-	2615765	-	VC0076	NP_229735.1	141	-	universal stress protein A
I	NC_002505.1	76681	76776	+	2615766	-	VC0077	NP_229736.1	31	-	hypothetical protein VC0077
I	NC_002505.1	76782	77327	+	2615268	-	VC0078	NP_229737.1	181	-	ferritin
I	NC_002505.1	77403	77726	+	2614421	-	VC0079	NP_229738.1	107	-	universal stress protein UspB
I	NC_002505.1	77859	79055	+	2614422	-	VC0080	NP_229739.1	398	-	hypothetical protein VC0080
I	NC_002505.1	79052	79963	-	2615256	-	VC0081	NP_229740.1	303	-	hypothetical protein VC0081
I	NC_002505.1	80077	81618	+	2615257	-	VC0082	NP_229741.1	513	-	hypothetical protein VC0082
I	NC_002505.1	81663	82445	+	2614882	ubiE	VC0083	NP_229742.1	260	-	ubiquinone/menaquinone biosynthesis methyltransferase
I	NC_002505.1	82454	83077	+	2614883	-	VC0084	NP_229743.1	207	-	hypothetical protein VC0084
I	NC_002505.1	83074	84708	+	2614859	ubiB	VC0085	NP_229744.1	544	-	ubiquinone biosynthesis protein UbiB
I	NC_002505.1	84768	85016	+	2614860	tatA	VC0086	NP_229745.1	82	-	twin-arginine translocation protein TatA
I	NC_002505.1	85020	85421	+	2614483	-	VC0087	NP_229746.1	133	-	sec-independent translocase
I	NC_002505.1	85510	86262	+	2614484	-	VC0088	NP_229747.1	250	-	hypothetical protein VC0088
I	NC_002505.1	86574	87575	+	2615828	-	VC0089	NP_229748.1	333	-	cytochrome c551 peroxidase
I	NC_002505.1	87681	89045	-	2615829	-	VC0090	NP_229749.1	454	-	DNA-damage-inducible protein F
I	NC_002505.1	89116	89985	-	2614434	-	VC0091	NP_229750.1	289	-	O-methyltransferase-like protein
I	NC_002505.1	90013	90642	-	2614435	-	VC0092	NP_229751.1	209	-	LexA repressor
I	NC_002505.1	90962	93388	+	2615770	-	VC0093	NP_229752.2	808	-	glycerol-3-phosphate acyltransferase
I	NC_002505.1	93464	94318	-	2615771	ubiA	VC0094	NP_229753.1	284	-	4-hydroxybenzoate octaprenyltransferase
I	NC_002505.1	94319	94870	-	2615822	-	VC0095	NP_229754.1	183	-	chorismate--pyruvate lyase
I	NC_002505.1	94893	94991	-	2615823	-	VC0096	NP_229755.1	32	-	hypothetical protein VC0096
I	NC_002505.1	95062	95472	+	2615791	-	VC0097	NP_229756.1	136	-	flagellar basal body protein FliL
I	NC_002505.1	95592	97571	-	2615792	-	VC0098	NP_229757.1	659	-	methyl-accepting chemotaxis protein
I	NC_002505.1	97946	98779	-	2615363	-	VC0099	NP_229758.1	277	-	serine protease GlpG
I	NC_002505.1	98786	99106	-	2615364	glpE	VC0100	NP_229759.1	106	-	thiosulfate sulfurtransferase
I	NC_002505.1	99867	100634	-	2615361	-	VC0103	NP_229762.1	255	-	hypothetical protein VC0103
I	NC_002505.1	100811	101854	+	2615296	-	VC0105	NP_229764.1	347	-	delta-aminolevulinic acid dehydratase
I	NC_002505.1	101958	102389	+	2615297	-	VC0106	NP_229765.1	143	-	hypothetical protein VC0106
I	NC_002505.1	103098	105902	+	2614459	-	VC0108	NP_229767.1	934	-	DNA polymerase I
I	NC_002505.1	106649	107311	-	2614107	engB	VC0111	NP_229770.1	220	-	ribosome biogenesis GTP-binding protein YsxC
I	NC_002505.1	107409	108080	+	2614108	-	VC0112	NP_229771.1	223	-	cytochrome c4
I	NC_002505.1	108252	108920	+	2614423	-	VC0113	NP_229772.1	222	-	methyltransferase-like protein
I	NC_002505.1	108920	109468	+	2614424	-	VC0114	NP_229773.1	182	-	hypothetical protein VC0114
I	NC_002505.1	109475	109966	+	2614870	-	VC0115	NP_229774.1	163	-	hypothetical protein VC0115
I	NC_002505.1	110051	111493	+	2614871	-	VC0116	NP_229775.1	480	-	coproporphyrinogen III oxidase
I	NC_002505.1	111557	112753	-	2614462	-	VC0117	NP_229776.1	398	-	protoheme IX synthesis protein HemY
I	NC_002505.1	112750	113949	-	2615138	-	VC0118	NP_229777.1	399	-	uroporphyrin-III C-methyltransferase
I	NC_002505.1	113933	114715	-	2615139	hemD	VC0119	NP_229778.1	260	-	uroporphyrinogen-III synthase
I	NC_002505.1	114761	115714	-	2614463	hemC	VC0120	NP_229779.1	317	-	porphobilinogen deaminase
I	NC_002505.1	115891	116037	-	2612961	-	VC0121	NP_229780.1	48	-	hypothetical protein VC0121
I	NC_002505.1	116053	118584	+	2612962	cyaA	VC0122	NP_229781.1	843	-	adenylate cyclase
I	NC_002505.1	118690	119004	-	2612963	cyaY	VC0123	NP_229782.1	104	-	frataxin-like protein
I	NC_002505.1	119229	120482	+	2615366	-	VC0125	NP_229783.1	417	-	diaminopimelate decarboxylase
I	NC_002505.1	120494	121324	+	2614550	dapF	VC0126	NP_229784.2	276	-	diaminopimelate epimerase
I	NC_002505.1	121338	122036	+	2614551	-	VC0127	NP_229785.1	232	-	hypothetical protein VC0127
I	NC_002505.1	122005	122940	+	2614552	xerC	VC0128	NP_229786.1	311	-	site-specific tyrosine recombinase XerC
I	NC_002505.1	122943	123662	+	2614884	-	VC0129	NP_229787.1	239	-	hypothetical protein VC0129
I	NC_002505.1	123772	126261	+	2614885	-	VC0130	NP_229788.1	829	-	GGDEF family protein
I	NC_002505.1	126294	126890	-	2615824	-	VC0131	NP_229789.1	198	-	hypothetical protein VC0131
I	NC_002505.1	126887	128431	-	2615825	-	VC0132	NP_229790.1	514	-	hypothetical protein VC0132
I	NC_002505.1	128715	129542	-	2615258	-	VC0134	NP_229792.1	275	-	hypothetical protein VC0134
I	NC_002505.1	129657	130673	-	2615259	-	VC0135	NP_229793.1	338	-	lysophospholipase L2
I	NC_002505.1	130748	131365	+	2615265	rhtB	VC0136	NP_229794.1	205	-	homoserine/homoserine lactone efflux protein
I	NC_002505.1	131385	132611	+	2615266	-	VC0137	NP_229795.2	408	-	hypothetical protein VC0137
I	NC_002505.1	132791	133261	-	2615772	-	VC0139	NP_229797.1	156	-	DPS family protein
I	NC_002505.1	133431	133760	-	2615773	-	VC0140	NP_229798.1	109	-	hypothetical protein VC0140
I	NC_002505.1	133965	134333	+	2615263	-	VC0142	NP_229800.1	122	-	hypothetical protein VC0142
I	NC_002505.1	134395	134475	-	14857968	-	VC0142a	YP_007648021.1	26	-	hypothetical protein VC0142a
I	NC_002505.1	134836	135093	+	2615264	-	VC0143	NP_229801.1	85	-	hypothetical protein VC0143
I	NC_002505.1	135210	135839	+	2614866	-	VC0144	NP_229802.1	209	-	hypothetical protein VC0144
I	NC_002505.1	135888	136154	-	2614867	-	VC0145	NP_229803.1	88	-	hypothetical protein VC0145
I	NC_002505.1	136151	136750	-	2614854	-	VC0146	NP_229804.1	199	-	hypothetical protein VC0146
I	NC_002505.1	136954	138129	+	2614855	-	VC0147	NP_229805.1	391	-	cell division protein FtsY
I	NC_002505.1	138151	138852	+	2614856	-	VC0148	NP_229806.1	233	-	cell division ATP-binding protein FtsE
I	NC_002505.1	138842	139834	+	2614864	-	VC0149	NP_229807.1	330	-	cell division protein FtsX
I	NC_002505.1	140004	140864	+	2614865	-	VC0150	NP_229808.1	286	-	RNA polymerase factor sigma-32
I	NC_002505.1	141066	142466	-	2614850	-	VC0151	NP_229809.1	466	-	soluble pyridine nucleotide transhydrogenase
I	NC_002505.1	142774	143415	+	2614851	-	VC0152	NP_229810.1	213	-	DNA-binding transcriptional repressor FabR
I	NC_002505.1	143455	143826	+	2614852	-	VC0153	NP_229811.1	123	-	hypothetical protein VC0153
I	NC_002505.1	143863	144972	-	2612955	-	VC0154	NP_229812.1	369	-	tRNA (uracil-5-)-methyltransferase
I	NC_002505.1	145370	147205	+	2612956	-	VC0156	NP_229813.1	611	-	vitamin B12 receptor
I	NC_002505.1	147278	148885	-	2614886	-	VC0157	NP_229814.1	535	-	alkaline serine protease
I	NC_002505.1	149278	150075	+	2614887	-	VC0158	NP_229815.1	265	-	glutamate racemase
I	NC_002505.1	150041	150499	-	2614888	-	VC0159	NP_229816.1	152	-	RNA-binding protein
I	NC_002505.1	156407	157303	-	2614428	-	VC0161	NP_229818.1	298	-	DNA-binding transcriptional regulator IlvY
I	NC_002505.1	157441	158925	+	2614429	-	VC0162	NP_229819.1	494	-	ketol-acid reductoisomerase
I	NC_002505.1	159052	159303	-	2614430	-	VC0163	NP_229820.1	83	-	hypothetical protein VC0163
I	NC_002505.1	159419	162529	-	2612953	-	VC0164	NP_229821.1	1036	-	multidrug resistance protein
I	NC_002505.1	162541	163647	-	2612954	-	VC0165	NP_229822.1	368	-	hypothetical protein VC0165
I	NC_002505.1	163666	164262	-	2614082	-	VC0166	NP_229823.1	198	-	TetR family transcriptional regulator
I	NC_002505.1	164408	166423	+	2614083	-	VC0167	NP_229824.1	671	-	ATP-dependent DNA helicase Rep
I	NC_002505.1	166490	166897	-	2614876	-	VC0168	NP_229825.1	135	-	cytochrome c5
I	NC_002505.1	168232	168399	-	2614573	-	VC0169	NP_229826.1	55	-	hypothetical protein VC0169
I	NC_002505.1	168532	170247	+	2614574	-	VC0170	NP_229827.1	571	-	peptide ABC transporter ATP-binding protein
I	NC_002505.1	170339	171895	+	2614556	-	VC0171	NP_229828.2	518	-	peptide ABC transporter substrate-binding protein
I	NC_002505.1	171999	173027	+	2614557	-	VC0172	NP_229829.1	342	-	peptide ABC transporter permease
I	NC_002505.1	173030	173968	+	2614558	-	VC0173	NP_229830.1	312	-	peptide ABC transporter permease
I	NC_002505.1	174143	175090	+	2614284	-	VC0174	NP_229831.1	315	-	hypothetical protein VC0174
I	NC_002505.1	175343	176941	-	2614285	-	VC0175	NP_229832.1	532	-	deoxycytidylate deaminase-like protein
I	NC_002505.1	177450	177758	-	2614268	-	VC0176	NP_229833.1	102	-	transcriptional regulator
I	NC_002505.1	177861	178424	+	2614269	-	VC0177	NP_229834.1	187	-	hypothetical protein VC0177
I	NC_002505.1	179338	180405	+	2614189	-	VC0178	NP_229835.1	355	-	patatin-like protein
I	NC_002505.1	180419	181729	+	2614190	-	VC0179	NP_229836.1	436	-	hypothetical protein VC0179
I	NC_002505.1	181732	183486	+	2614191	-	VC0180	NP_229837.1	584	-	hypothetical protein VC0180
I	NC_002505.1	183476	183946	+	2614172	-	VC0181	NP_229838.1	156	-	hypothetical protein VC0181
I	NC_002505.1	183957	184388	-	2614173	-	VC0182	NP_229839.1	143	-	hypothetical protein VC0182
I	NC_002505.1	184360	186471	-	2614436	-	VC0183	NP_229840.1	703	-	hypothetical protein VC0183
I	NC_002505.1	186481	188169	-	2614437	-	VC0184	NP_229841.1	562	-	hypothetical protein VC0184
I	NC_002505.1	188166	189380	-	2614438	-	VC0185	NP_229842.1	404	-	transposase
I	NC_002505.1	189457	190821	-	2614842	-	VC0186	NP_229843.1	454	-	glutathione reductase
I	NC_002505.1	190915	191754	-	2614843	-	VC0187	NP_229844.1	279	-	hypothetical protein VC0187
I	NC_002505.1	192034	194076	+	2614711	-	VC0188	NP_229845.1	680	-	oligopeptidase A
I	NC_002505.1	194214	196385	+	2614699	uvrD	VC0190	NP_229847.1	723	-	DNA-dependent helicase II
I	NC_002505.1	197130	197798	-	2614700	-	VC0191	NP_229848.1	222	-	hypothetical protein VC0191
I	NC_002505.1	197873	198685	-	2614701	-	VC0192	NP_229849.1	270	-	AraC family transcriptional regulator
I	NC_002505.1	198833	200599	-	2614572	-	VC0194	NP_229851.1	588	-	gamma-glutamyltranspeptidase
I	NC_002505.1	200761	201669	-	2614559	-	VC0195	NP_229852.1	302	-	RarD protein
I	NC_002505.1	201830	203665	+	2614560	-	VC0196	NP_229853.2	611	-	ATP-dependent DNA helicase RecQ
I	NC_002505.1	203658	203957	+	2614561	-	VC0197	NP_229854.1	99	-	hypothetical protein VC0197
I	NC_002505.1	204113	204490	+	2614282	-	VC0198	NP_229855.1	125	-	hypothetical protein VC0198
I	NC_002505.1	204526	206361	-	2614283	-	VC0199	NP_229856.1	611	-	hemolysin secretion ATP-binding protein
I	NC_002505.1	206433	208589	+	2614270	-	VC0200	NP_229857.1	718	-	iron(III) compound receptor
I	NC_002505.1	208720	209505	+	2614271	-	VC0201	NP_229858.2	261	-	iron(III) ABC transporter ATP-binding protein
I	NC_002505.1	209496	210455	+	2614186	-	VC0202	NP_229859.1	319	-	iron(III) ABC transporter substrate-binding protein
I	NC_002505.1	210452	212413	+	2614187	-	VC0203	NP_229860.1	653	-	iron-hydroxamate transporter permease
I	NC_002505.1	212440	213288	-	2614188	-	VC0204	NP_229861.1	282	-	hypothetical protein VC0204
I	NC_002505.1	213331	213522	+	2614174	-	VC0205	NP_229862.1	63	-	hypothetical protein VC0205
I	NC_002505.1	213504	214421	+	2614175	murQ	VC0206	NP_229863.1	305	-	N-acetylmuramic acid-6-phosphate etherase
I	NC_002505.1	214449	215897	+	2614844	murP	VC0207	NP_229864.1	482	-	PTS system N-acetylmuramic acid transporter subunits IIBC
I	NC_002505.1	216004	216492	-	2614845	-	VC0208	NP_229865.1	162	-	hypothetical protein VC0208
I	NC_002505.1	216558	217424	-	2614846	-	VC0209	NP_229866.1	288	-	hypothetical protein VC0209
I	NC_002505.1	217588	218304	+	2614709	rph	VC0210	NP_229867.2	238	-	ribonuclease PH
I	NC_002505.1	218670	219311	+	2614710	pyrE	VC0211	NP_229868.2	213	-	orotate phosphoribosyltransferase
I	NC_002505.1	219397	220374	-	2614702	-	VC0212	NP_229869.1	325	-	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
I	NC_002505.1	220385	221341	-	2614703	-	VC0213	NP_229870.1	318	-	lipid A biosynthesis lauroyl acyltransferase
I	NC_002505.1	221338	221928	-	2614568	slmA	VC0214	NP_229871.2	196	-	nucleoid occlusion protein
I	NC_002505.1	222087	223286	-	2614569	-	VC0215	NP_229872.1	399	-	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
I	NC_002505.1	223454	225148	+	2614570	-	VC0216	NP_229873.1	564	-	methyl-accepting chemotaxis protein
I	NC_002505.1	225260	225934	+	2614562	radC	VC0217	NP_229874.1	224	-	DNA repair protein RadC
I	NC_002505.1	226229	226465	+	2614563	rpmB	VC0218	NP_229875.1	78	-	50S ribosomal protein L28
I	NC_002505.1	226479	226646	+	2614279	rpmG	VC0219	NP_229876.1	55	-	50S ribosomal protein L33
I	NC_002505.1	226867	227355	+	2614280	-	VC0220	NP_229877.1	162	-	hypothetical protein VC0220
I	NC_002505.1	227365	228174	+	2614281	-	VC0221	NP_229878.1	269	-	formamidopyrimidine-DNA glycosylase
I	NC_002505.1	228271	228765	-	2614272	coaD	VC0222	NP_229879.1	164	-	phosphopantetheine adenylyltransferase
I	NC_002505.1	228876	229913	+	2614273	-	VC0223	NP_229880.1	345	-	ADP-heptose--LPS heptosyltransferase II
I	NC_002505.1	229975	230754	-	2614184	-	VC0224	NP_229881.1	259	-	lipopolysaccharide biosynthesis glycosyltransferase
I	NC_002505.1	230797	231870	-	2614185	-	VC0225	NP_229882.1	357	-	lipopolysaccharide biosynthesis protein
I	NC_002505.1	231950	232705	+	2614177	-	VC0227	NP_229884.1	251	-	3-deoxy-D-manno-octulosonic-acid kinase
I	NC_002505.1	232709	233668	+	2614178	-	VC0228	NP_229885.1	319	-	hypothetical protein VC0228
I	NC_002505.1	233672	234601	-	2614450	-	VC0229	NP_229886.1	309	-	hypothetical protein VC0229
I	NC_002505.1	234598	235341	-	2614451	-	VC0230	NP_229887.1	247	-	hypothetical protein VC0230
I	NC_002505.1	235338	236921	-	2614452	-	VC0231	NP_229888.1	527	-	hypothetical protein VC0231
I	NC_002505.1	236912	237292	-	2614425	-	VC0232	NP_229889.1	126	-	hypothetical protein VC0232
I	NC_002505.1	237289	238608	-	2614426	-	VC0233	NP_229890.1	439	-	3-deoxy-D-manno-octulosonic-acid transferase
I	NC_002505.1	238569	239357	-	2612946	-	VC0234	NP_229891.1	262	-	hypothetical protein VC0234
I	NC_002505.1	239354	240403	-	2612947	-	VC0235	NP_229892.1	349	-	lipopolysaccharide biosynthesis protein
I	NC_002505.1	240400	241440	-	2614847	-	VC0236	NP_229893.1	346	-	ADP-heptose--LPS heptosyltransferase II
I	NC_002505.1	241437	242636	-	2614848	-	VC0237	NP_229894.1	399	-	hypothetical protein VC0237
I	NC_002505.1	242638	243204	-	2614849	-	VC0238	NP_229895.1	188	-	hexapaptide repeat-containing transferase
I	NC_002505.1	243212	244984	-	2614707	-	VC0239	NP_229896.1	590	-	hypothetical protein VC0239
I	NC_002505.1	245143	246087	-	2614708	rfaD	VC0240	NP_229897.1	314	-	ADP-L-glycero-D-manno-heptose-6-epimerase
I	NC_002505.1	246640	247926	+	2614704	-	VC0241	NP_229898.2	428	-	mannose-1-phosphate guanylyltransferase
I	NC_002505.1	247929	249320	+	2614705	-	VC0242	NP_229899.1	463	-	phosphomannomutase
I	NC_002505.1	249323	250444	+	2614706	-	VC0243	NP_229900.1	373	-	GDP-mannose 4,6-dehydratase
I	NC_002505.1	250455	251558	+	2614566	-	VC0244	NP_229901.1	367	-	perosamine synthase
I	NC_002505.1	251555	252946	+	2614567	-	VC0245	NP_229902.1	463	-	RfbG protein
I	NC_002505.1	252918	253712	+	2614564	-	VC0246	NP_229903.1	264	-	lipopolysaccharide/O-antigen transport protein
I	NC_002505.1	253651	254466	+	2614565	-	VC0247	NP_229904.1	271	-	lipopolysaccharide/O-antigen transport protein
I	NC_002505.1	254505	254747	+	2614276	-	VC0248	NP_229905.1	80	-	acyl carrier protein
I	NC_002505.1	254753	256168	+	2614277	-	VC0249	NP_229906.1	471	-	RfbL protein
I	NC_002505.1	256177	257301	+	2614278	-	VC0250	NP_229907.1	374	-	iron-containing alcohol dehydrogenase
I	NC_002505.1	257292	259769	+	2614274	-	VC0251	NP_229908.1	825	-	acyl protein synthase/acyl-CoA reductase RfbN
I	NC_002505.1	259839	260405	+	2614275	-	VC0252	NP_229909.1	188	-	acetyltransferase
I	NC_002505.1	262098	262319	+	2614183	-	VC0255	NP_229911.1	73	-	RfbT-like protein
I	NC_002505.1	262326	262670	+	2614179	-	VC0256	NP_229912.1	114	-	transposase OrfAB subunit A
I	NC_002505.1	262667	263539	+	2614180	-	VC0257	NP_229913.1	290	-	transposase OrfAB subunit B
I	NC_002505.1	264254	265366	-	2615261	-	VC0259	NP_229915.2	370	-	lipopolysaccharide biosynthesis protein RfbV
I	NC_002505.1	265374	267239	-	2614878	-	VC0260	NP_229916.1	621	-	mannosyltransferase
I	NC_002505.1	267392	268363	+	2614880	-	VC0262	NP_229918.1	323	-	UDP-glucose 4-epimerase
I	NC_002505.1	268371	268925	+	2614469	-	VC0263	NP_229919.1	184	-	galactosyl-transferase
I	NC_002505.1	269068	270435	+	2614470	-	VC0264	NP_229920.1	455	-	hypothetical protein VC0264
I	NC_002505.1	270697	271935	-	2614471	-	VC0265	NP_229921.1	412	-	hypothetical protein VC0265
I	NC_002505.1	271990	272562	-	2614472	-	VC0266	NP_229922.1	190	-	hypothetical protein VC0266
I	NC_002505.1	272562	273485	-	2614473	-	VC0267	NP_229923.1	307	-	D-isomer specific 2-hydroxyacid dehydrogenase family protein
I	NC_002505.1	273559	274146	+	2614474	-	VC0268	NP_229924.2	195	-	hypothetical protein VC0268
I	NC_002505.1	274509	275708	+	2614475	-	VC0269	NP_229925.1	399	-	mannose-6-phosphate isomerase
I	NC_002505.1	275674	276654	+	2614476	-	VC0270	NP_229926.1	326	-	ROK family protein
I	NC_002505.1	277002	278060	-	2614477	-	VC0271	NP_229927.1	352	-	hypothetical protein VC0271
I	NC_002505.1	278432	278704	+	2614479	-	VC0273	NP_229929.1	90	-	DNA-binding protein HU
