#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007606.1	66002	66532	+	3798949	yabF	SDY_0069	YP_401796.1	176	-	glutathione-regulated potassium-efflux system ancillary protein KefF
chr	NC_007606.1	66525	68192	+	3798950	kefC	SDY_0070	YP_401797.1	555	-	K+ efflux antiporter, glutathione-regulated
chr	NC_007606.1	68384	68863	+	3798951	folA	SDY_0071	YP_401798.1	159	-	dihydrofolate reductase
chr	NC_007606.1	68949	69182	+	3798952	-	SDY_0072	YP_401799.1	77	-	antitoxin of gyrase inhibiting toxin-antitoxin system
chr	NC_007606.1	69185	69499	+	3798953	-	SDY_0073	YP_401800.1	104	-	toxin of gyrase inhibiting toxin-antitoxin system
chr	NC_007606.1	69496	70344	-	3798954	apaH	SDY_0074	YP_401801.1	282	-	diadenosine tetraphosphatase
chr	NC_007606.1	70351	70728	-	3798955	apaG	SDY_0075	YP_401802.1	125	-	ApaG protein
chr	NC_007606.1	70731	71552	-	3798956	ksgA	SDY_0076	YP_401803.1	273	-	dimethyladenosine transferase
chr	NC_007606.1	71549	72538	-	3798957	pdxA	SDY_0077	YP_401804.1	329	-	4-hydroxythreonine-4-phosphate dehydrogenase
chr	NC_007606.1	72538	73824	-	3798958	surA	SDY_0078	YP_401805.1	428	-	peptidyl-prolyl cis-trans isomerase SurA
chr	NC_007606.1	73877	76231	-	3798959	imp	SDY_0079	YP_401806.1	784	-	organic solvent tolerance protein
chr	NC_007606.1	76486	77301	+	3799440	djlA	SDY_0080	YP_401807.1	271	-	Dna-J like membrane chaperone protein
chr	NC_007606.1	77596	78312	+	3799441	yabP	SDY_0081	YP_401808.1	238	-	hypothetical protein SDY_0081
chr	NC_007606.1	78719	79378	-	3799442	yabO	SDY_0082	YP_401809.1	219	-	23S rRNA/tRNA pseudouridine synthase A
chr	NC_007606.1	79390	82296	-	3799443	hepA	SDY_0083	YP_401810.1	968	-	ATP-dependent helicase HepA
chr	NC_007606.1	83937	84332	-	3799444	-	SDY_0084	YP_401811.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	84359	84631	-	18262937	-	SDY_0084a	YP_009000620.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	85070	85345	+	3799445	insA	SDY_0085	YP_401812.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	85390	85767	+	3799446	insB	SDY_0086	YP_401813.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	86437	87132	-	3799448	araD	SDY_0088	YP_401814.1	231	-	L-ribulose-5-phosphate 4-epimerase
chr	NC_007606.1	87300	88802	-	3799449	araA	SDY_0089	YP_401815.1	500	-	L-arabinose isomerase
chr	NC_007606.1	88813	90513	-	3799450	araB	SDY_0090	YP_401816.1	566	-	ribulokinase
chr	NC_007606.1	91820	92584	+	3799452	yabI	SDY_0092	YP_401817.1	254	-	hypothetical protein SDY_0092
chr	NC_007606.1	92698	93396	-	3799453	thiQ	SDY_0093	YP_401818.1	232	-	thiamine ABC transporter ATP-binding protein
chr	NC_007606.1	93380	94990	-	3799454	thiP	SDY_0094	YP_401819.1	536	-	thiamine ABC transporter permease
chr	NC_007606.1	94966	95949	-	3799455	tbpA	SDY_0095	YP_401820.1	327	-	thiamine ABC transporter substrate-binding protein
chr	NC_007606.1	96649	96924	-	3799456	insA	SDY_0096	YP_401821.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	97447	99105	-	3799457	yabN	SDY_0097	YP_401822.1	552	-	transcriptional regulator SgrR
chr	NC_007606.1	99433	100038	-	3799458	leuD	SDY_0098	YP_401823.1	201	-	isopropylmalate isomerase small subunit
chr	NC_007606.1	100049	101449	-	3795905	leuC	SDY_0099	YP_401824.1	466	-	isopropylmalate isomerase large subunit
chr	NC_007606.1	101452	102543	-	3795906	leuB	SDY_0100	YP_401825.2	363	-	3-isopropylmalate dehydrogenase
chr	NC_007606.1	102543	104114	-	3795907	leuA	SDY_0101	YP_401826.1	523	-	2-isopropylmalate synthase
chr	NC_007606.1	104207	104290	-	3795908	leuL	SDY_0102	YP_401827.1	27	-	leu operon leader peptide
chr	NC_007606.1	104462	104734	+	18262938	-	SDY_0102a	YP_009000621.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	105404	105781	-	3795911	insB	SDY_0105	YP_009000622.1	125	-	insertion sequence element IS1 transposase
chr	NC_007606.1	105826	106101	-	3795912	insA	SDY_0106	YP_401830.1	91	-	insertion element iso-IS1d protein InsA
chr	NC_007606.1	106283	108007	+	3795913	ilvI	SDY_0107	YP_401831.1	574	-	acetolactate synthase 3 catalytic subunit
chr	NC_007606.1	108010	108501	+	3795914	ilvH	SDY_0108	YP_401832.1	163	-	acetolactate synthase 3 regulatory subunit
chr	NC_007606.1	108681	109685	+	3795916	fruR	SDY_0110	YP_401834.1	334	-	DNA-binding transcriptional regulator FruR
chr	NC_007606.1	110288	110746	+	3795917	yabB	SDY_0111	YP_401835.1	152	-	cell division protein MraZ
chr	NC_007606.1	110748	111689	+	3795918	mraW	SDY_0112	YP_401836.1	313	-	S-adenosyl-methyltransferase MraW
chr	NC_007606.1	111686	112051	+	3795919	ftsL	SDY_0113	YP_401837.1	121	-	cell division protein FtsL
chr	NC_007606.1	112067	113833	+	3795920	ftsI	SDY_0114	YP_401838.1	588	-	penicillin-binding protein 3
chr	NC_007606.1	113820	115307	+	3795921	murE	SDY_0115	YP_401839.1	495	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
chr	NC_007606.1	115304	116662	+	3795922	murF	SDY_0116	YP_401840.1	452	-	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chr	NC_007606.1	116656	117738	+	3795923	mraY	SDY_0117	YP_401841.1	360	-	phospho-N-acetylmuramoyl-pentapeptide-transferase
chr	NC_007606.1	117741	119057	+	3795924	murD	SDY_0118	YP_401842.1	438	-	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
chr	NC_007606.1	119057	120301	+	3799344	ftsW	SDY_0119	YP_401843.1	414	-	cell division protein FtsW
chr	NC_007606.1	120298	121365	+	3799345	murG	SDY_0120	YP_401844.1	355	-	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
chr	NC_007606.1	121419	122894	+	3799346	murC	SDY_0121	YP_401845.1	491	-	UDP-N-acetylmuramate--L-alanine ligase
chr	NC_007606.1	122887	123807	+	3799347	ddl	SDY_0122	YP_401846.1	306	-	D-alanine--D-alanine ligase
chr	NC_007606.1	123809	124639	+	3799348	ftsQ	SDY_0123	YP_401847.1	276	-	cell division protein FtsQ
chr	NC_007606.1	124636	125898	+	3799349	ftsA	SDY_0124	YP_401848.1	420	-	cell division protein FtsA
chr	NC_007606.1	125959	127110	+	3799350	ftsZ	SDY_0125	YP_401849.1	383	-	cell division protein FtsZ
chr	NC_007606.1	127211	128128	+	3799351	lpxC	SDY_0126	YP_401850.1	305	-	UDP-3-O
chr	NC_007606.1	128358	128870	+	3799352	yacA	SDY_0127	YP_401851.2	170	-	SecA regulator SecM
chr	NC_007606.1	128932	131637	+	3799353	secA	SDY_0128	YP_401852.1	901	-	preprotein translocase subunit SecA
chr	NC_007606.1	131697	132095	+	3799354	mutT	SDY_0129	YP_401853.1	132	-	nucleoside triphosphate pyrophosphohydrolase
chr	NC_007606.1	132100	132234	-	3799355	-	SDY_0130	YP_401854.1	44	-	hypothetical protein SDY_0130
chr	NC_007606.1	132185	132382	-	3799356	yacG	SDY_0131	YP_401855.1	65	-	zinc-binding protein
chr	NC_007606.1	132392	133135	-	3799357	yacF	SDY_0132	YP_401856.1	247	-	hypothetical protein SDY_0132
chr	NC_007606.1	133135	133755	-	3799358	coaE	SDY_0133	YP_401857.1	206	-	dephospho-CoA kinase
chr	NC_007606.1	133980	135023	+	3799359	guaC	SDY_0134	YP_401858.1	347	-	guanosine 5\'-monophosphate oxidoreductase
chr	NC_007606.1	137641	138081	-	3799054	ppdD	SDY_0138	YP_401861.1	146	-	major pilin subunit
chr	NC_007606.1	138284	139177	-	3799055	nadC	SDY_0139	YP_401862.1	297	-	quinolinate phosphoribosyltransferase
chr	NC_007606.1	139265	139816	+	3799056	ampD	SDY_0140	YP_401863.1	183	-	N-acetyl-anhydromuranmyl-L-alanine amidase
chr	NC_007606.1	139813	140667	+	3799057	ampE	SDY_0141	YP_401864.1	284	-	regulatory protein AmpE
chr	NC_007606.1	140710	142083	-	3799058	aroP	SDY_0142	YP_401865.1	457	-	aromatic amino acid transporter
chr	NC_007606.1	142624	143388	+	3799059	pdhR	SDY_0143	YP_401866.1	254	-	transcriptional regulator PdhR
chr	NC_007606.1	143549	146212	+	3799060	aceE	SDY_0144	YP_401867.1	887	-	pyruvate dehydrogenase subunit E1
chr	NC_007606.1	146227	148107	+	3799061	aceF	SDY_0145	YP_401868.1	626	-	dihydrolipoamide acetyltransferase
chr	NC_007606.1	148315	149739	+	3799062	lpdA	SDY_0146	YP_401869.1	474	-	dihydrolipoamide dehydrogenase
chr	NC_007606.1	151404	151781	-	3799065	insB	SDY_0149	YP_401872.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	151826	152101	-	3799066	insA	SDY_0150	YP_401873.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	152152	152643	-	3799067	-	SDY_0151	YP_401874.1	163	-	hypothetical protein SDY_0151
chr	NC_007606.1	152621	153016	-	3799068	-	SDY_0152	YP_401875.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	153043	153315	-	18262939	-	SDY0152a	YP_009000623.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	153922	154716	+	3799070	panB	SDY_0154	YP_401877.1	264	-	3-methyl-2-oxobutanoate hydroxymethyltransferase
chr	NC_007606.1	154728	155579	+	3799071	panC	SDY_0155	YP_401878.1	283	-	pantoate--beta-alanine ligase
chr	NC_007606.1	156192	156569	+	3799072	insB	SDY_0156	YP_401879.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	156818	157090	+	18262940	-	SDY0156a	YP_009000624.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	157117	157512	+	3799073	-	SDY_0157	YP_401880.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	157582	158061	-	3795789	folK	SDY_0158	YP_401881.1	159	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
chr	NC_007606.1	158058	159476	-	3795790	pcnB	SDY_0159	YP_401882.2	472	-	poly(A) polymerase
chr	NC_007606.1	159515	160411	-	3795791	yadB	SDY_0160	YP_401883.2	298	-	glutamyl-Q tRNA(Asp) synthetase
chr	NC_007606.1	160478	160933	-	3795792	dksA	SDY_0161	YP_401884.1	151	-	DnaK transcriptional regulator DksA
chr	NC_007606.1	161111	161815	-	3795793	sfsA	SDY_0162	YP_401885.1	234	-	sugar fermentation stimulation protein A
chr	NC_007606.1	161830	162369	-	3795794	yadP	SDY_0163	YP_401886.1	179	-	hypothetical protein SDY_0163
chr	NC_007606.1	165059	167593	+	3795796	mrcB	SDY_0165	YP_401887.1	844	-	penicillin-binding protein 1b
chr	NC_007606.1	167813	170056	+	3795797	fhuA	SDY_0166	YP_401888.1	747	-	ferrichrome outer membrane transporter
chr	NC_007606.1	170107	170904	+	3795798	fhuC	SDY_0167	YP_401889.1	265	-	iron-hydroxamate ABC transporter ATP-binding protein
chr	NC_007606.1	170904	171794	+	3795799	fhuD	SDY_0168	YP_401890.1	296	-	iron-hydroxamate ABC transporter substrate-binding protein
chr	NC_007606.1	171791	173773	+	3795800	fhuB	SDY_0169	YP_401891.1	660	-	iron-hydroxamate ABC transporter permease
chr	NC_007606.1	173808	175088	-	3795801	hemL	SDY_0170	YP_401892.1	426	-	glutamate-1-semialdehyde aminotransferase
chr	NC_007606.1	175313	176734	+	3795802	yadQ	SDY_0171	YP_401893.1	473	-	chloride channel protein
chr	NC_007606.1	176816	177160	+	3795803	yadR	SDY_0172	YP_401894.1	114	-	iron-sulfur cluster insertion protein ErpA
chr	NC_007606.1	177207	177830	-	3795804	yadS	SDY_0173	YP_401895.1	207	-	hypothetical protein SDY_0173
chr	NC_007606.1	177868	178668	-	3795805	yadT	SDY_0174	YP_401896.1	266	-	vitamin B12-transporter protein BtuF
chr	NC_007606.1	178661	179359	-	3795806	pfs	SDY_0175	YP_401897.1	232	-	5\'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
chr	NC_007606.1	180498	180770	+	18262941	-	SDY_0177a	YP_009000625.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	180797	181192	+	3798524	-	SDY_0177	YP_401898.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	181864	183288	+	3798525	htrA	SDY_0178	YP_401899.1	474	-	serine endoprotease
chr	NC_007606.1	184685	185071	-	3798528	yaeH	SDY_0181	YP_401902.1	128	-	hypothetical protein SDY_0181
chr	NC_007606.1	185385	186209	-	3798529	dapD	SDY_0182	YP_401903.1	274	-	2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase
chr	NC_007606.1	186240	188912	-	3798530	glnD	SDY_0183	YP_401904.1	890	-	PII uridylyl-transferase
chr	NC_007606.1	188974	189768	-	3798531	map	SDY_0184	YP_401905.1	264	-	methionine aminopeptidase
chr	NC_007606.1	190136	190861	+	3798532	rpsB	SDY_0185	YP_401906.1	241	-	30S ribosomal protein S2
chr	NC_007606.1	191119	191970	+	3798533	tsf	SDY_0186	YP_401907.1	283	-	elongation factor Ts
chr	NC_007606.1	192117	192842	+	3798534	pyrH	SDY_0187	YP_401908.1	241	-	uridylate kinase
chr	NC_007606.1	193134	193691	+	3798535	frr	SDY_0188	YP_401909.1	185	-	ribosome recycling factor
chr	NC_007606.1	193783	194979	+	3798536	yaeM	SDY_0189	YP_401910.1	398	-	1-deoxy-D-xylulose 5-phosphate reductoisomerase
chr	NC_007606.1	195165	195926	+	3798537	yaeS	SDY_0190	YP_401911.1	253	-	undecaprenyl pyrophosphate synthase
chr	NC_007606.1	195939	196796	+	3798538	cdsA	SDY_0191	YP_401912.2	285	-	CDP-diglyceride synthase
chr	NC_007606.1	196808	198160	+	3798539	yaeL	SDY_0192	YP_401913.1	450	-	zinc metallopeptidase RseP
chr	NC_007606.1	198190	200622	+	3798540	yaeT	SDY_0193	YP_401914.1	810	-	outer membrane protein assembly factor YaeT
chr	NC_007606.1	200744	201229	+	3798541	hlpA	SDY_0194	YP_401915.1	161	-	periplasmic chaperone
chr	NC_007606.1	201233	202258	+	3798542	lpxD	SDY_0195	YP_401916.1	341	-	UDP-3-O
chr	NC_007606.1	202363	202818	+	3798543	fabZ	SDY_0196	YP_401917.1	151	-	(3R)-hydroxymyristoyl-ACP dehydratase
chr	NC_007606.1	202822	203610	+	3795730	lpxA	SDY_0197	YP_401918.1	262	-	UDP-N-acetylglucosamine acyltransferase
chr	NC_007606.1	203610	204758	+	3795731	lpxB	SDY_0198	YP_401919.1	382	-	lipid-A-disaccharide synthase
chr	NC_007606.1	204755	205351	+	3795732	rnhB	SDY_0199	YP_401920.1	198	-	ribonuclease HII
chr	NC_007606.1	205388	208870	+	3795733	dnaE	SDY_0200	YP_401921.1	1160	-	DNA polymerase III subunit alpha
chr	NC_007606.1	208883	209842	+	3795734	accA	SDY_0201	YP_401922.1	319	-	acetyl-CoA carboxylase carboxyltransferase subunit alpha
chr	NC_007606.1	210154	210429	+	3795735	insA	SDY_0202	YP_401923.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	210474	210851	+	3795736	insB	SDY_0203	YP_401924.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	212959	213291	+	3795738	yaeR	SDY_0205	YP_401925.1	110	-	hypothetical protein SDY_0205
chr	NC_007606.1	213359	214654	+	3795739	tilS	SDY_0206	YP_401926.1	431	-	tRNA(Ile)-lysidine synthetase
chr	NC_007606.1	214707	214967	-	3795740	yaeO	SDY_0207	YP_401927.1	86	-	Rho-binding antiterminator
chr	NC_007606.1	214954	215172	-	3795741	yaeP	SDY_0208	YP_401928.1	72	-	hypothetical protein SDY_0208
chr	NC_007606.1	215320	215865	+	3795742	yaeQ	SDY_0209	YP_401929.1	181	-	hypothetical protein SDY_0209
chr	NC_007606.1	215862	216284	+	3795743	yaeJ	SDY_0210	YP_401930.1	140	-	peptidyl-tRNA hydrolase domain-containing protein
chr	NC_007606.1	216298	217008	+	3795744	cutF	SDY_0211	YP_401931.1	236	-	copper homeostasis and adhesion lipoprotein
chr	NC_007606.1	217152	217976	-	3795745	yaeF	SDY_0212	YP_401932.1	274	-	hypothetical protein SDY_0212
chr	NC_007606.1	218029	219747	-	3795746	proS	SDY_0213	YP_401933.1	572	-	prolyl-tRNA synthetase
chr	NC_007606.1	219858	220565	-	3795747	yaeB	SDY_0214	YP_401934.1	235	-	hypothetical protein SDY_0214
chr	NC_007606.1	220562	220966	-	3795748	rcsF	SDY_0215	YP_401935.1	134	-	outer membrane lipoprotein
chr	NC_007606.1	221084	221899	-	3797846	metQ	SDY_0216	YP_401936.1	271	-	DL-methionine ABC transporter substrate-binding protein
chr	NC_007606.1	221939	222592	-	3797847	yaeE	SDY_0217	YP_401937.1	217	-	DL-methionine ABC transporter permease
chr	NC_007606.1	222585	223616	-	3797848	metN	SDY_0218	YP_401938.1	343	-	DL-methionine ABC transporter ATP-binding protein
chr	NC_007606.1	223804	224376	+	3797849	yaeD	SDY_0219	YP_401939.1	190	-	D,D-heptose 1,7-bisphosphate phosphatase
chr	NC_007606.1	230128	230895	+	3797856	dkgB	SDY_0226	YP_401940.1	255	-	2,5-diketo-D-gluconate reductase B
chr	NC_007606.1	230927	231841	-	3797857	yafC	SDY_0227	YP_401941.1	304	-	LysR family transcriptional regulator
chr	NC_007606.1	232082	232882	+	3797858	yafD	SDY_0228	YP_401942.1	266	-	hypothetical protein SDY_0228
chr	NC_007606.1	233762	235120	-	3796958	mltD	SDY_0230	YP_401944.1	452	-	membrane-bound lytic murein transglycosylase D
chr	NC_007606.1	235192	235947	-	3796959	gloB	SDY_0231	YP_401945.1	251	-	hydroxyacylglutathione hydrolase
chr	NC_007606.1	235963	236703	+	3796960	yafS	SDY_0232	YP_401946.1	246	-	hypothetical protein SDY_0232
chr	NC_007606.1	236700	237167	-	3796961	rnhA	SDY_0233	YP_401947.1	155	-	ribonuclease H
chr	NC_007606.1	237232	237963	+	3796962	dnaQ	SDY_0234	YP_401948.1	243	-	DNA polymerase III subunit epsilon
chr	NC_007606.1	238404	238781	-	3796964	insB	SDY_0236	YP_401949.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	238826	239101	-	3796965	insA	SDY_0237	YP_401950.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	239152	239412	-	3796966	-	SDY_0238	YP_401951.1	86	-	hypothetical protein SDY_0238
chr	NC_007606.1	239971	240243	-	18262942	-	SDY_0241a	YP_009000626.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	241442	241714	+	18262943	-	SDY0242a	YP_009000627.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	241741	242136	+	3796970	-	SDY_0242	YP_401955.2	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	243525	244295	-	3796973	yafV	SDY_0245	YP_401958.1	256	-	hypothetical protein SDY_0245
chr	NC_007606.1	244449	244922	+	3796974	ykfE	SDY_0246	YP_401959.1	157	-	C-lysozyme inhibitor
chr	NC_007606.1	247649	248227	+	3799596	gmhA	SDY_0248	YP_401960.1	192	-	phosphoheptose isomerase
chr	NC_007606.1	248433	249200	+	3799597	yafJ	SDY_0249	YP_401961.1	255	-	amidotransferase
chr	NC_007606.1	249171	249911	-	3799598	yafK	SDY_0250	YP_401962.1	246	-	hypothetical protein SDY_0250
chr	NC_007606.1	250067	250345	-	3799599	yafQ	SDY_0251	YP_401963.1	92	-	hypothetical protein SDY_0251
chr	NC_007606.1	250348	250608	-	3799600	dinJ	SDY_0252	YP_401964.1	86	-	damage-inducible protein J
chr	NC_007606.1	250818	251567	+	3799601	yafL	SDY_0253	YP_401965.1	249	-	lipoprotein
chr	NC_007606.1	251743	252081	+	3799602	yafM	SDY_0254	YP_401966.1	112	-	hypothetical protein SDY_0254
chr	NC_007606.1	252117	252389	+	18262944	-	SDY_0254a	YP_009000628.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	252416	252811	+	3799603	-	SDY_0255	YP_401967.1	131	-	insertion element IS1 protein InsB
