#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_003198.1	74013	74834	+	1246577	-	STY0073	NP_454675.1	273	-	4-hydroxy-tetrahydrodipicolinate reductase
chr	NC_003198.1	75696	76844	+	1246578	-	STY0076	NP_454676.1	382	-	carbamoyl-phosphate synthase small subunit
chr	NC_003198.1	76860	80087	+	1246579	-	STY0077	NP_454677.1	1075	-	carbamoyl-phosphate synthase large subunit
chr	NC_003198.1	80361	80756	+	1246580	-	STY0078	NP_454678.1	131	-	transcriptional activator CaiF
chr	NC_003198.1	80834	81430	-	1246581	-	STY0079	NP_454679.1	198	-	carnitine operon protein CaiE
chr	NC_003198.1	81542	82327	-	1246582	-	STY0080	NP_454680.1	261	-	carnitine racemase
chr	NC_003198.1	82381	83934	-	1246583	-	STY0081	NP_454681.1	517	-	crotonobetaine/carnitine-CoA ligase
chr	NC_003198.1	83997	85214	-	1246584	-	STY0082	NP_454682.1	405	-	L-carnitine dehydratase
chr	NC_003198.1	85326	86468	-	1246585	-	STY0083	NP_454683.1	380	-	carnitine operon oxidoreductase CaiA
chr	NC_003198.1	86503	88020	-	1246586	-	STY0084	NP_454684.1	505	-	carnitine transporter
chr	NC_003198.1	88501	89271	+	1246587	-	STY0085	NP_454685.1	256	-	electron transfer flavoprotein subunit FixA
chr	NC_003198.1	89287	90228	+	1246588	-	STY0086	NP_454686.1	313	-	electron transfer flavoprotein subunit FixB
chr	NC_003198.1	90278	91564	+	1246589	-	STY0087	NP_454687.1	428	-	oxidoreductase FixC
chr	NC_003198.1	91561	91848	+	1246590	-	STY0088	NP_454688.1	95	-	ferredoxin like protein FixX
chr	NC_003198.1	91996	93159	+	1246591	-	STY0089	NP_454689.1	387	-	metabolite transport protein
chr	NC_003198.1	93425	93655	+	1246592	-	STY0091	NP_454690.1	76	-	lipoprotein
chr	NC_003198.1	93940	94362	+	1246593	-	STY0093	NP_454691.1	140	-	hypothetical protein STY0093
chr	NC_003198.1	94586	94876	-	1246594	-	STY0095	NP_454692.1	96	-	hypothetical protein STY0095
chr	NC_003198.1	98069	98599	+	1246599	-	STY0100	NP_454697.1	176	-	NAD(P)H oxidoreductase
chr	NC_003198.1	98592	100454	+	1246600	-	STY0101	NP_454698.1	620	-	glutathione-regulated potassium-efflux system protein KefC
chr	NC_003198.1	100653	101132	+	1246601	-	STY0102	NP_454699.1	159	-	dihydrofolate reductase type I
chr	NC_003198.1	101228	102076	-	1246602	-	STY0103	NP_454700.1	282	-	bis(5\'-nucleosyl)-tetraphosphatase
chr	NC_003198.1	102087	102464	-	1246603	-	STY0104	NP_454701.1	125	-	CorD protein
chr	NC_003198.1	102467	103288	-	1246604	-	STY0105	NP_454702.1	273	-	dimethyladenosine transferase
chr	NC_003198.1	103285	104274	-	1246605	-	STY0106	NP_454703.1	329	-	pyridoxal phosphate biosynthetic protein PdxA
chr	NC_003198.1	104274	105560	-	1246606	-	STY0107	NP_454704.1	428	-	survival protein SurA
chr	NC_003198.1	105614	107968	-	1246607	-	STY0108	NP_454705.1	784	-	organic solvent tolerance protein
chr	NC_003198.1	108222	109034	+	1246608	djlA	STY0109	NP_454706.1	270	-	DnaJ-like protein
chr	NC_003198.1	109129	109788	-	1246609	rluA	STY0110	NP_454707.1	219	-	ribosomal large subunit pseudouridine synthase A
chr	NC_003198.1	109800	112706	-	1246610	-	STY0111	NP_454708.1	968	-	ATP-dependent helicase HepA
chr	NC_003198.1	112880	115231	-	1246611	-	STY0112	NP_454709.1	783	-	DNA polymerase II
chr	NC_003198.1	115571	116011	-	1246613	-	STY0114	NP_454710.1	146	-	IS element transposase
chr	NC_003198.1	116031	117239	+	1246614	-	STY0115	NP_454711.1	402	-	IS element transposase
chr	NC_003198.1	118231	118650	+	1246615	-	STY0117	NP_454712.1	139	-	hypothetical protein STY0117
chr	NC_003198.1	118656	119351	-	1246616	-	STY0118	NP_454713.1	231	-	L-ribulose-5-phosphate 4-epimerase
chr	NC_003198.1	119492	120994	-	1246617	-	STY0119	NP_454714.1	500	-	L-arabinose isomerase
chr	NC_003198.1	121005	122714	-	1246618	-	STY0120	NP_454715.1	569	-	L-ribulokinase
chr	NC_003198.1	123055	123900	+	1246619	-	STY0121	NP_454716.1	281	-	arabinose operon regulatory protein
chr	NC_003198.1	124019	124786	+	1246620	-	STY0122	NP_454717.1	255	-	DedA family integral membrane protein
chr	NC_003198.1	124825	125532	-	1246621	-	STY0123	NP_454718.1	235	-	thiamine ABC transporter ATP-binding protein
chr	NC_003198.1	125516	127126	-	1246622	-	STY0124	NP_454719.1	536	-	thiamine ABC transporter permease
chr	NC_003198.1	127102	128085	-	1246623	-	STY0125	NP_454720.1	327	-	thiamine ABC transporter substrate-binding protein
chr	NC_003198.1	128263	129921	-	1246624	-	STY0127	NP_454721.1	552	-	transcriptional regulator SgrR
chr	NC_003198.1	130471	131076	-	1246625	-	STY0129	NP_454722.1	201	-	3-isopropylmalate dehydratase small subunit
chr	NC_003198.1	131087	132487	-	1246626	-	STY0130	NP_454723.1	466	-	3-isopropylmalate dehydratase large subunit
chr	NC_003198.1	132490	133581	-	1246627	-	STY0131	NP_454724.1	363	-	3-isopropylmalate dehydrogenase
chr	NC_003198.1	133581	135152	-	1246628	-	STY0132	NP_454725.1	523	-	2-isopropylmalate synthase
chr	NC_003198.1	135240	135326	-	1246629	-	STY0133	NP_454726.1	28	-	leu operon leader peptide
chr	NC_003198.1	135983	136927	+	1246630	-	STY0134	NP_454727.1	314	-	leuABCD operon activator protein
chr	NC_003198.1	137249	138973	+	1246631	ilvI	STY0135	NP_454728.1	574	-	acetolactate synthase III large subunit
chr	NC_003198.1	138973	139467	+	1246632	-	STY0136	NP_454729.1	164	-	acetolactate synthase small subunit
chr	NC_003198.1	139751	140755	+	1246633	-	STY0138	NP_454730.1	334	-	DNA-binding transcriptional regulator FruR
chr	NC_003198.1	141361	141819	+	1246634	-	STY0139	NP_454731.1	152	-	cell division protein MraZ
chr	NC_003198.1	141821	142762	+	1246635	-	STY0140	NP_454732.1	313	-	16S rRNA m(4)C1402 methyltranserfase
chr	NC_003198.1	142759	143124	+	1246636	-	STY0141	NP_454733.1	121	-	cell division protein FtsL
chr	NC_003198.1	143140	144906	+	1246637	-	STY0142	NP_454734.1	588	-	penicillin-binding protein 3
chr	NC_003198.1	144893	146380	+	1246638	-	STY0143	NP_454735.1	495	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
chr	NC_003198.1	146377	147735	+	1246639	-	STY0144	NP_454736.1	452	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alan alanyl ligase
chr	NC_003198.1	147729	148811	+	1246640	-	STY0145	NP_454737.1	360	-	phospho-N-acetylmuramoyl-pentapeptide-transferase
chr	NC_003198.1	148814	150130	+	1246641	-	STY0146	NP_454738.1	438	-	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase
chr	NC_003198.1	150130	151374	+	1246642	-	STY0147	NP_454739.1	414	-	cell division protein FtsW
chr	NC_003198.1	151371	152438	+	1246643	-	STY0148	NP_454740.1	355	-	UDP-N-acetylglucosamine:N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
chr	NC_003198.1	152557	154032	+	1246644	-	STY0149	NP_454741.1	491	-	UDP-N-acetylmuramate:alanine ligase
chr	NC_003198.1	154025	154945	+	1246645	-	STY0150	NP_454742.1	306	-	D-alanine:D-alanine ligase B
chr	NC_003198.1	154947	155777	+	1246646	-	STY0151	NP_454743.1	276	-	cell division protein FtsQ
chr	NC_003198.1	155774	157036	+	1246647	-	STY0152	NP_454744.1	420	-	cell division protein FtsA
chr	NC_003198.1	157097	158248	+	1246648	-	STY0153	NP_454745.1	383	-	cell division protein FtsZ
chr	NC_003198.1	158349	159266	+	1246649	-	STY0154	NP_454746.1	305	-	UDP-3-O
chr	NC_003198.1	160107	162812	+	1246651	-	STY0156	NP_454748.1	901	-	preprotein translocase subunit SecA
chr	NC_003198.1	162968	163363	+	1246652	-	STY0157	NP_454749.1	131	-	7,8-dihydro-8-oxoguanine-triphosphatase
chr	NC_003198.1	163397	164386	-	1246653	-	STY0158	NP_454750.1	329	-	aldo/keto reductase
chr	NC_003198.1	164472	165413	+	1246654	-	STY0159	NP_454751.1	313	-	LysR family transcriptional regulator
chr	NC_003198.1	165410	165601	-	1246655	yacG	STY0160	NP_454752.1	63	-	hypothetical protein STY0160
chr	NC_003198.1	165611	166354	-	1246656	-	STY0161	NP_454753.1	247	-	hypothetical protein STY0161
chr	NC_003198.1	166354	166974	-	1246657	-	STY0162	NP_454754.1	206	-	dephospho-CoA kinase
chr	NC_003198.1	167200	168243	+	1246658	-	STY0163	NP_454755.1	347	-	GMP reductase
chr	NC_003198.1	168274	169476	-	1246659	-	STY0164	NP_454756.1	400	-	protein transport protein HofC
chr	NC_003198.1	169466	170851	-	1246660	-	STY0165	NP_454757.1	461	-	protein transport protein HofB
chr	NC_003198.1	170861	171298	-	1246661	-	STY0166	NP_454758.1	145	-	prepilin peptidase dependent protein D
chr	NC_003198.1	171520	172413	-	1246662	-	STY0167	NP_454759.1	297	-	nicotinate-nucleotide pyrophosphorylase
chr	NC_003198.1	172501	173064	+	1246663	-	STY0168	NP_454760.1	187	-	anhydro-N-acetylmuramyl-tripeptide amidase
chr	NC_003198.1	173061	173915	+	1246664	-	STY0169	NP_454761.1	284	-	AmpE protein
chr	NC_003198.1	174007	174957	-	1246665	-	STY0170	NP_454762.1	316	-	glycosyl hydrolase
chr	NC_003198.1	174957	176363	-	1246666	-	STY0171	NP_454763.1	468	-	symporter
chr	NC_003198.1	176527	177897	-	1246667	-	STY0173	NP_454764.1	456	-	aromatic amino acid transport protein AroP
chr	NC_003198.1	178463	179227	+	1246668	-	STY0174	NP_454765.1	254	-	pyruvate dehydrogenase complex repressor
chr	NC_003198.1	179387	182050	+	1246669	-	STY0175	NP_454766.1	887	-	pyruvate dehydrogenase E1 component
chr	NC_003198.1	182065	183954	+	1246670	-	STY0176	NP_454767.1	629	-	dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase
chr	NC_003198.1	184153	185580	+	1246671	-	STY0177	NP_454768.1	475	-	dihydrolipoamide dehydrogenase
chr	NC_003198.1	185869	186153	+	1246672	-	STY0178	NP_454769.1	94	-	hypothetical protein STY0178
chr	NC_003198.1	186191	186982	-	1246673	-	STY0179	NP_454770.1	263	-	hypothetical protein STY0179
chr	NC_003198.1	186995	188617	-	1246674	-	STY0180	NP_454771.1	540	-	hypothetical protein STY0180
chr	NC_003198.1	189006	191603	+	1246675	-	STY0181	NP_454772.1	865	-	aconitate hydratase B
chr	NC_003198.1	191791	192153	+	1246676	-	STY0182	NP_454773.1	120	-	hypothetical protein STY0182
chr	NC_003198.1	192388	193341	+	1246677	-	STY0183	NP_454774.1	317	-	2-keto-3-deoxygluconate permease
chr	NC_003198.1	193338	194609	+	1246678	ygbK	STY0184	NP_454775.1	423	-	hypothetical protein STY0184
chr	NC_003198.1	194599	195582	+	1246679	-	STY0185	NP_454776.1	327	-	PdxA-like protein
chr	NC_003198.1	195592	196359	+	1246680	-	STY0186	NP_454777.1	255	-	transcriptional regulator
chr	NC_003198.1	196389	197183	-	1246681	-	STY0187	NP_454778.1	264	-	S-adenosylmethionine decarboxylase proenzyme
chr	NC_003198.1	197204	198064	-	1246682	-	STY0188	NP_454779.1	286	-	spermidine synthase
chr	NC_003198.1	198720	200330	+	1246684	yacK	STY0190	NP_454781.1	536	-	multicopper oxidase
chr	NC_003198.1	200408	202798	-	1246685	-	STY0191	NP_454782.1	796	-	glucose dehydrogenase
chr	NC_003198.1	203004	203540	+	1246686	-	STY0192	NP_454783.1	178	-	hypoxanthine phosphoribosyltransferase
chr	NC_003198.1	203598	204260	-	1246687	-	STY0193	NP_454784.1	220	-	carbonic anhydrase
chr	NC_003198.1	204369	205295	+	1246688	-	STY0194	NP_454785.1	308	-	ABC transporter ATP-binding protein
chr	NC_003198.1	205292	206062	+	1246689	-	STY0195	NP_454786.1	256	-	ABC transporter permease
chr	NC_003198.1	206167	206607	+	1246690	-	STY0196	NP_454787.1	146	-	PTS system transporter subunit IIA
chr	NC_003198.1	206675	207898	+	1246691	-	STY0197	NP_454788.1	407	-	hypothetical protein STY0197
chr	NC_003198.1	207905	208285	-	1246692	-	STY0198	NP_454789.1	126	-	aspartate 1-decarboxylase
chr	NC_003198.1	208380	209234	-	1246693	-	STY0199	NP_454790.1	284	-	pantoate:beta-alanine ligase
chr	NC_003198.1	209360	210154	-	1246694	-	STY0200	NP_454791.1	264	-	3-methyl-2-oxobutanoate hydroxymethyltransferase
chr	NC_003198.1	211476	212072	-	1246696	staF	STY0202	NP_454793.1	198	-	fimbrial protein
chr	NC_003198.1	212072	212686	-	1246697	staE	STY0203	NP_454794.1	204	-	fimbrial protein
chr	NC_003198.1	212695	213261	-	1246698	staD	STY0204	NP_454795.1	188	-	fimbrial protein
chr	NC_003198.1	213248	215839	-	1246699	staC	STY0205	NP_454796.1	863	-	outer membrane usher protein HtrE
chr	NC_003198.1	215914	216648	-	1246700	staB	STY0206	NP_454797.1	244	-	chaperone protein EcpD
chr	NC_003198.1	216827	217411	-	1246701	staA	STY0207	NP_454798.1	194	-	fimbrial protein
chr	NC_003198.1	217806	218285	-	1246702	-	STY0208	NP_454799.1	159	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase
chr	NC_003198.1	218282	219700	-	1246703	-	STY0209	NP_454800.1	472	-	poly(A) polymerase
chr	NC_003198.1	219841	220737	-	1246704	-	STY0210	NP_454801.1	298	-	glutamyl-tRNA synthetase-like protein
chr	NC_003198.1	220806	221261	-	1246705	-	STY0211	NP_454802.1	151	-	dosage-dependent dnaK suppressor protein
chr	NC_003198.1	221438	222142	-	1246706	-	STY0212	NP_454803.1	234	-	sugar fermentation stimulation protein
chr	NC_003198.1	222159	222689	-	1246707	ligT	STY0213	NP_454804.1	176	-	2\'-5\' RNA ligase
chr	NC_003198.1	222750	225191	+	1246708	-	STY0214	NP_454805.3	813	-	ATP-dependent helicase HrpB
chr	NC_003198.1	225332	227854	+	1246709	-	STY0215	NP_454806.1	840	-	penicillin-binding protein 1B
chr	NC_003198.1	230387	231184	+	1246711	-	STY0219	NP_454807.1	265	-	ferrichrome transport ATP-binding protein FhuC
chr	NC_003198.1	231184	232074	+	1246712	-	STY0220	NP_454808.1	296	-	ferrichrome-binding periplasmic protein
chr	NC_003198.1	232071	234128	+	1246713	-	STY0221	NP_454809.1	685	-	ferrichrome transport protein FhuB
chr	NC_003198.1	234219	235499	-	1246714	-	STY0223	NP_454810.1	426	-	glutamate-1-semialdehyde 2,1-aminomutase
chr	NC_003198.1	235669	237090	+	1246715	-	STY0225	NP_454811.1	473	-	chloride channel protein
chr	NC_003198.1	237127	237516	+	1246716	-	STY0226	NP_454812.1	129	-	iron-sulfur cluster insertion protein ErpA
chr	NC_003198.1	237617	238240	-	1246717	-	STY0227	NP_454813.1	207	-	hypothetical protein STY0227
chr	NC_003198.1	238277	239077	-	1246718	btuF	STY0228	NP_454814.1	266	-	vitamin B12-transporter protein BtuF
chr	NC_003198.1	239070	239768	-	1246719	mtn	STY0229	NP_454815.1	232	-	MTA/SAH nucleosidase
chr	NC_003198.1	239853	241370	+	1246720	-	STY0230	NP_454816.1	505	-	deoxyguanosinetriphosphate triphosphohydrolase
chr	NC_003198.1	241500	242927	+	1246721	-	STY0231	NP_454817.1	475	-	protease DO
chr	NC_003198.1	243080	244237	+	1246722	-	STY0232	NP_454818.1	385	-	carbohydrate diacid transcriptional activator CdaR
chr	NC_003198.1	244326	244712	-	1246723	-	STY0233	NP_454819.1	128	-	hypothetical protein STY0233
chr	NC_003198.1	246298	247122	-	1246725	-	STY0236	NP_454820.1	274	-	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
chr	NC_003198.1	247152	249824	-	1246726	-	STY0237	NP_454821.1	890	-	[protein-PII] uridylyltransferase [Salmonella enterica subsp. enterica serovar Typhi str. CT18]
chr	NC_003198.1	249937	250731	-	1246727	-	STY0238	NP_454822.1	264	-	methionine aminopeptidase
chr	NC_003198.1	251181	251906	+	1246728	-	STY0239	NP_454823.1	241	-	30S ribosomal protein S2
chr	NC_003198.1	252164	253015	+	1246729	-	STY0240	NP_454824.1	283	-	elongation factor Ts
chr	NC_003198.1	253160	253885	+	1246730	-	STY0241	NP_454825.1	241	-	uridine 5\'-monophosphate kinase
chr	NC_003198.1	254032	254589	+	1246731	-	STY0242	NP_454826.1	185	-	ribosome recycling factor
chr	NC_003198.1	254731	255927	+	1246732	dxr	STY0243	NP_454827.1	398	-	1-deoxy-D-xylulose 5-phosphate reductoisomerase
chr	NC_003198.1	256240	256998	+	1246733	-	STY0244	NP_454828.1	252	-	undecaprenyl pyrophosphate synthetase
chr	NC_003198.1	257011	257868	+	1246734	-	STY0245	NP_454829.1	285	-	phosphatidate cytidylyltransferase
chr	NC_003198.1	257880	259232	+	1246735	yaeL	STY0246	NP_454830.1	450	-	zinc metallopeptidase RseP
chr	NC_003198.1	259264	261675	+	1246736	yaeT	STY0247	NP_454831.1	803	-	outer membrane protein
chr	NC_003198.1	261798	262283	+	1246737	ompH	STY0248	NP_454832.1	161	-	outer membrane protein OmpH
chr	NC_003198.1	262287	263312	+	1246738	lpxD	STY0249	NP_454833.1	341	-	UDP-3-O
chr	NC_003198.1	263418	263873	+	1246739	-	STY0250	NP_454834.1	151	-	(3R)-hydroxymyristol acyl carrier protein dehydrase
chr	NC_003198.1	263877	264665	+	1246740	-	STY0251	NP_454835.1	262	-	acyl
chr	NC_003198.1	264665	265813	+	1246741	-	STY0252	NP_454836.1	382	-	lipid-A-disaccharide synthase
chr	NC_003198.1	265810	266406	+	1246742	-	STY0253	NP_454837.1	198	-	ribonuclease HII
chr	NC_003198.1	266430	269912	+	1246743	-	STY0254	NP_454838.1	1160	-	DNA polymerase III subunit alpha
chr	NC_003198.1	269925	270884	+	1246744	-	STY0255	NP_454839.1	319	-	acetyl-CoA carboxylase carboxyltransferase subunit alpha
chr	NC_003198.1	271076	271534	+	1246745	tnpA	STY0256	NP_454840.1	152	-	insertion sequence element IS200 transposase
chr	NC_003198.1	271774	273537	+	1246746	-	STY0257	NP_454841.1	587	-	chitinase
chr	NC_003198.1	273613	275754	+	1246747	-	STY0259	NP_454842.1	713	-	lysine decarboxylase
chr	NC_003198.1	275810	276199	+	1246748	-	STY0260	NP_454843.1	129	-	hypothetical protein STY0260
chr	NC_003198.1	276262	277554	+	1246749	-	STY0261	NP_454844.1	430	-	cell cycle protein MesJ
chr	NC_003198.1	277638	277892	-	1246750	-	STY0262	NP_454845.1	84	-	Rho-binding antiterminator
chr	NC_003198.1	277885	278103	-	1246751	yaeP	STY0263	NP_454846.1	72	-	hypothetical protein STY0263
chr	NC_003198.1	278283	278828	+	1246752	-	STY0264	NP_454847.1	181	-	hypothetical protein STY0264
chr	NC_003198.1	278825	279247	+	1246753	-	STY0265	NP_454848.1	140	-	release factor
chr	NC_003198.1	279279	279980	+	1246754	-	STY0266	NP_454849.1	233	-	copper homeostasis protein CutF
chr	NC_003198.1	280088	280546	-	1246755	tnpA	STY0267	NP_454850.1	152	-	insertion sequence element IS200 transposase
chr	NC_003198.1	280765	282483	-	1246756	-	STY0269	NP_454851.1	572	-	prolyl-tRNA synthetase
chr	NC_003198.1	282594	283301	-	1246757	-	STY0270	NP_454852.1	235	-	hypothetical protein STY0270
chr	NC_003198.1	283298	283702	-	1246758	-	STY0271	NP_454853.1	134	-	RcsF protein
chr	NC_003198.1	283821	284636	-	1246759	-	STY0272	NP_454854.1	271	-	lipoprotein
chr	NC_003198.1	284675	285313	-	1246760	-	STY0273	NP_454855.1	212	-	ABC transporter permease
chr	NC_003198.1	285321	286352	-	1246761	-	STY0274	NP_454856.1	343	-	ABC transporter ATP-binding protein
chr	NC_003198.1	286542	287108	+	1246762	-	STY0275	NP_454857.1	188	-	D,D-heptose 1,7-bisphosphate phosphatase
chr	NC_003198.1	292894	293697	+	1246766	yafB	STY0276	NP_454858.1	267	-	2,5-diketo-D-gluconic acid reductase B
chr	NC_003198.1	293718	294632	-	1246767	yafC	STY0277	NP_454859.1	304	-	transcriptional regulator
chr	NC_003198.1	294737	295912	+	1246768	-	STY0278	NP_454860.1	391	-	drug efflux protein
chr	NC_003198.1	296065	296844	+	1246769	-	STY0279	NP_454861.1	259	-	hypothetical protein STY0279
chr	NC_003198.1	296922	297692	+	1246770	yafE	STY0280	NP_454862.1	256	-	methyltransferase
chr	NC_003198.1	297748	299115	-	1246771	mltD	STY0281	NP_454863.1	455	-	membrane-bound lytic murein transglycosylase D
chr	NC_003198.1	299187	299942	-	1246772	gloB	STY0282	NP_454864.1	251	-	hydroxyacylglutathione hydrolase
